ID	Estado	link	w_gen	w_out	t_gen	t_recv	t_diff	Medicion
47mg6muhc	active	node_rectorado_upm-node_etsiinf_upm	0.9856586172645996	0.86947	31:51.624	31:53.648	2.02400	""
kskjdckms	swapped	node_etsiinf_upm-node_cedint_upm	1	0.88768	31:55.966	31:56.800	0.83400	0
dh4ls66e0	swapped	node_rectorado_upm-node_cedint_upm	1	0.98664	31:55.959	31:56.053	0.09400	0
dh4ls66e0_kskjdckms	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
hid0r7517	active	node_rectorado_upm-node_etsiinf_upm	0.986644768875467	0.87583	31:55.959	31:57.936	1.97700	""
kohvc2bm0	swapped	node_etsiinf_upm-node_cedint_upm	1	0.92272	31:59.476	32:00.039	0.56300	1
imzywhytg	swapped	node_rectorado_upm-node_cedint_upm	1	0.98566	31:59.467	31:59.567	0.10000	1
imzywhytg_kohvc2bm0	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
m1rn6jql3	active	node_rectorado_upm-node_etsiinf_upm	0.9856586172645996	0.90949	31:59.467	32:01.197	1.73000	""
gl8iuzjmj	swapped	node_etsiinf_upm-node_cedint_upm	1	0.80023	32:03.950	32:05.509	1.55900	1
q29wn9dfb	swapped	node_rectorado_upm-node_cedint_upm	1	0.98650	32:03.942	32:04.036	0.09400	1
q29wn9dfb_gl8iuzjmj	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
dnh6cay76	active	node_rectorado_upm-node_etsiinf_upm	0.9865038296900982	0.78943	32:03.942	32:05.605	1.66300	""
7m9au4nj3	swapped	node_etsiinf_upm-node_cedint_upm	1	0.90393	32:28.427	32:29.134	0.70700	1
bycogx0wd	swapped	node_rectorado_upm-node_cedint_upm	1	0.98763	32:27.693	32:27.780	0.08700	0
bycogx0wd_7m9au4nj3	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
1z7ye2ua7	active	node_rectorado_upm-node_etsiinf_upm	0.9876319071312176	0.89275	32:27.693	32:29.229	1.53600	""
md6to06b2	swapped	node_etsiinf_upm-node_cedint_upm	1	0.90704	32:31.639	32:32.322	0.68300	0
xbpdepskl	swapped	node_rectorado_upm-node_cedint_upm	1	0.98566	32:31.258	32:31.359	0.10100	0
xbpdepskl_md6to06b2	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
ea0z6olz0	active	node_rectorado_upm-node_etsiinf_upm	0.9856586172645996	0.89403	32:31.258	32:33.474	2.21600	""
