ID	Estado	link	w_gen	w_out	t_gen	t_recv	t_diff	Medicion
f7l2chmyq_iwqtnmk24	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
6qm4zp5bx	active	node_rectorado_upm-node_etsiinf_upm	0.7958576028759579	0.77102	51:53.069	51:54.910	1.84100	""
sex3vq6rf	swapped	node_etsiinf_upm-node_cedint_upm	1	0.70258	51:59.249	52:00.308	1.05900	1
n83a49mi5	swapped	node_rectorado_upm-node_cedint_upm	1	0.96525	51:59.244	51:59.350	0.10600	0
n83a49mi5_sex3vq6rf	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
i4aw2r8vo	active	node_rectorado_upm-node_etsiinf_upm	0.9652461169723133	0.67816	51:59.244	52:01.478	2.23400	""
n9r6p09wc	swapped	node_rectorado_upm-node_cedint_upm	1	0.90269	53:19.090	53:19.397	0.30700	1
n9r6p09wc_oqy6po8hv	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
oqy6po8hv	swapped	node_etsiinf_upm-node_cedint_upm	1	0.82256	53:19.736	53:20.322	0.58600	0
jt7g0pgg7	active	node_rectorado_upm-node_etsiinf_upm	0.9026935367014578	0.74252	53:19.090	53:21.460	2.37000	""
z0jhodoan	swapped	node_etsiinf_upm-node_cedint_upm	1	0.59155	53:22.002	53:23.576	1.57400	0
zrlphyedr	swapped	node_rectorado_upm-node_cedint_upm	1	0.96815	53:22.714	53:22.810	0.09600	0
zrlphyedr_z0jhodoan	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
jo2biaw31	active	node_rectorado_upm-node_etsiinf_upm	0.9681462032774818	0.57271	53:22.714	53:24.710	1.99600	""
r0cbiinat	swapped	node_etsiinf_upm-node_cedint_upm	1	0.75478	53:27.050	53:27.894	0.84400	1
cmr5czb81	swapped	node_rectorado_upm-node_cedint_upm	1	0.96653	53:27.044	53:27.146	0.10200	0
cmr5czb81_r0cbiinat	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
yoptrthmk	active	node_rectorado_upm-node_etsiinf_upm	0.9665339701727735	0.72952	53:27.044	53:29.049	2.00500	""
bh3y5ihml	swapped	node_etsiinf_upm-node_cedint_upm	1	0.73835	53:31.294	53:32.204	0.91000	0
ul6i0hw1p	swapped	node_rectorado_upm-node_cedint_upm	1	0.96718	53:31.283	53:31.382	0.09900	1
ul6i0hw1p_bh3y5ihml	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
had4bfkwe	active	node_rectorado_upm-node_etsiinf_upm	0.9671785409860848	0.71412	53:31.283	53:33.312	2.02900	""
dfwzkgjjc	swapped	node_etsiinf_upm-node_cedint_upm	1	0.63212	53:36.231	53:37.607	1.37600	0
7sv6ddtad	swapped	node_rectorado_upm-node_cedint_upm	1	0.96653	53:36.230	53:36.331	0.10100	1
7sv6ddtad_dfwzkgjjc	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
2qbc7fd0a	active	node_rectorado_upm-node_etsiinf_upm	0.96653397017292	0.61097	53:36.230	53:37.706	1.47600	""
pkqen59at	swapped	node_etsiinf_upm-node_cedint_upm	1	0.66100	54:00.105	54:01.346	1.24100	0
pqvo4dn9t	swapped	node_rectorado_upm-node_cedint_upm	1	0.88629	53:59.409	53:59.771	0.36200	1
pqvo4dn9t_pkqen59at	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
7pp3yiv9x	active	node_rectorado_upm-node_etsiinf_upm	0.8862949350206976	0.58584	53:59.409	54:01.438	2.02900	""
ct9w12ors	swapped	node_etsiinf_upm-node_cedint_upm	1	0.71510	54:03.574	54:04.579	1.00500	1
pmnspz0yr	swapped	node_rectorado_upm-node_cedint_upm	1	0.96589	54:03.566	54:03.669	0.10300	1
pmnspz0yr_ct9w12ors	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
62npz3l74	active	node_rectorado_upm-node_etsiinf_upm	0.9658898289302781	0.69071	54:03.566	54:05.677	2.11100	""
s3hat59ny	swapped	node_etsiinf_upm-node_cedint_upm	1	0.89673	54:55.528	54:55.854	0.32600	1
hp6dx5m1a	swapped	node_rectorado_upm-node_cedint_upm	1	0.88837	54:54.833	54:55.188	0.35500	1
hp6dx5m1a_s3hat59ny	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
hx2igyle6	active	node_rectorado_upm-node_etsiinf_upm	0.888365371105165	0.79662	54:54.833	54:57.031	2.19800	""
6kjcssdvp	swapped	node_etsiinf_upm-node_cedint_upm	1	0.69744	54:59.181	55:00.261	1.08000	1
f3ssnijyi	swapped	node_rectorado_upm-node_cedint_upm	1	0.96653	54:59.176	54:59.278	0.10200	0
f3ssnijyi_6kjcssdvp	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
r17rvr495	active	node_rectorado_upm-node_etsiinf_upm	0.96653397017292	0.67410	54:59.176	55:01.389	2.21300	""
i61p7u3ev_g2soulxdr	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
g2soulxdr	swapped	node_etsiinf_upm-node_cedint_upm	1	0.67032	55:03.305	55:04.504	1.19900	0
i61p7u3ev	swapped	node_rectorado_upm-node_cedint_upm	1	0.96815	55:03.303	55:03.399	0.09600	0
pgla9g5zo	active	node_rectorado_upm-node_etsiinf_upm	0.9681462032774818	0.64897	55:03.303	55:04.597	1.29400	""
