ID	Estado	link	w_gen	w_out	t_gen	t_recv	t_diff	Medicion
6vr75yy60_39vknb3ci	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
39vknb3ci	swapped	node_etsiinf_upm-node_cedint_upm	1	0.90506	19:22.808	19:23.606	0.79800	1
6vr75yy60	swapped	node_rectorado_upm-node_cedint_upm	1	0.95766	19:22.100	19:22.446	0.34600	1
nieyxhwy5	active	node_rectorado_upm-node_etsiinf_upm	0.957657996155637	0.86674	19:22.100	19:23.700	1.60000	""
o1oqtkdt2	swapped	node_etsiinf_upm-node_cedint_upm	1	0.90371	19:26.113	19:26.923	0.81000	0
34xgsvsde	swapped	node_rectorado_upm-node_cedint_upm	1	0.98769	19:26.011	19:26.110	0.09900	1
34xgsvsde_o1oqtkdt2	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
1e75x3149	active	node_rectorado_upm-node_etsiinf_upm	0.9876868721399209	0.89258	19:26.011	19:28.051	2.04000	""
pb65ffqfk	swapped	node_etsiinf_upm-node_cedint_upm	1	0.90044	19:56.066	19:56.905	0.83900	0
pqzhpbtye	swapped	node_rectorado_upm-node_cedint_upm	1	0.98781	19:56.060	19:56.158	0.09800	1
pqzhpbtye_pb65ffqfk	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
72lfe3po4	active	node_rectorado_upm-node_etsiinf_upm	0.9878103407155606	0.88946	19:56.060	19:58.067	2.00700	""
pnh9d8siu	swapped	node_etsiinf_upm-node_cedint_upm	1	0.84546	21:16.895	21:18.238	1.34300	0
e9311hr9f	swapped	node_rectorado_upm-node_cedint_upm	1	0.98744	21:16.888	21:16.989	0.10100	0
e9311hr9f_pnh9d8siu	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
entfh01mo	active	node_rectorado_upm-node_etsiinf_upm	0.9874399812845065	0.83484	21:16.888	21:18.326	1.43800	""
r9fra4y64	swapped	node_etsiinf_upm-node_cedint_upm	1	0.88925	21:22.633	21:23.572	0.93900	1
s3bjhv6wf	swapped	node_rectorado_upm-node_cedint_upm	1	0.98769	21:22.627	21:22.726	0.09900	0
s3bjhv6wf_r9fra4y64	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
2ldx4dz7u	active	node_rectorado_upm-node_etsiinf_upm	0.9876868721398928	0.87830	21:22.627	21:24.697	2.07000	""
1xw69li6r	swapped	node_etsiinf_upm-node_cedint_upm	1	0.86168	21:38.549	21:39.740	1.19100	0
xk00doaoi	swapped	node_rectorado_upm-node_cedint_upm	1	0.98744	21:38.544	21:38.644	0.10000	1
xk00doaoi_1xw69li6r	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
lb9otw87g	active	node_rectorado_upm-node_etsiinf_upm	0.9874399812845346	0.85085	21:38.544	21:39.836	1.29200	""
1dl6y1j9r	swapped	node_etsiinf_upm-node_cedint_upm	1	0.85545	21:40.568	21:41.816	1.24800	1
tos1isbro	swapped	node_rectorado_upm-node_cedint_upm	1	0.98756	21:40.564	21:40.664	0.10000	1
tos1isbro_1dl6y1j9r	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
qlifpc7oc	active	node_rectorado_upm-node_etsiinf_upm	0.9875634189968885	0.84481	21:40.564	21:41.908	1.34400	""
4u19ohzhy	swapped	node_etsiinf_upm-node_cedint_upm	1	0.83152	21:44.597	21:46.072	1.47500	1
xi7lto23w	swapped	node_rectorado_upm-node_cedint_upm	1	0.98830	21:44.594	21:44.687	0.09300	0
xi7lto23w_4u19ohzhy	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
hq1mzl0uz	active	node_rectorado_upm-node_etsiinf_upm	0.9883043693827813	0.82179	21:44.594	21:46.165	1.57100	""
ve28qxnzo	swapped	node_rectorado_upm-node_cedint_upm	1	0.98855	22:21.930	22:22.022	0.09200	0
ve28qxnzo_5mnuguqjc	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
5mnuguqjc	swapped	node_etsiinf_upm-node_cedint_upm	1	0.98968	22:22.650	22:22.732	0.08200	1
ge32g3n26	active	node_rectorado_upm-node_etsiinf_upm	0.9885514763622346	0.97835	22:21.930	22:23.779	1.84900	""
dd8jwuo4t	swapped	node_etsiinf_upm-node_cedint_upm	1	0.99129	22:25.923	22:25.993	0.07000	1
mumr0z3ex	swapped	node_rectorado_upm-node_cedint_upm	1	0.98781	22:25.202	22:25.300	0.09800	0
mumr0z3ex_dd8jwuo4t	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
bqg5uaomy	active	node_rectorado_upm-node_etsiinf_upm	0.9878103407155606	0.97920	22:25.202	22:27.051	1.84900	""
okqtjh4n3	swapped	node_etsiinf_upm-node_cedint_upm	1	0.85813	22:30.040	22:31.264	1.22400	0
l4akv3dez	swapped	node_rectorado_upm-node_cedint_upm	1	0.98769	22:30.034	22:30.132	0.09800	1
l4akv3dez_okqtjh4n3	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
gtpwuy9di	active	node_rectorado_upm-node_etsiinf_upm	0.9876868721399209	0.84756	22:30.034	22:31.359	1.32500	""
ae4rr4dyq	swapped	node_etsiinf_upm-node_cedint_upm	1	0.88228	22:35.618	22:36.620	1.00200	0
dzqegtrfv	swapped	node_rectorado_upm-node_cedint_upm	1	0.98769	22:35.612	22:35.711	0.09900	0
dzqegtrfv_ae4rr4dyq	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
b4u8sqvsm	active	node_rectorado_upm-node_etsiinf_upm	0.9876868721399209	0.87141	22:35.612	22:37.764	2.15200	""
x3bbe2x1_l94de4o9e	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
cx3bbe2x1	swapped	node_etsiinf_upm-node_cedint_upm	1	0.75333	23:28.003	23:30.269	2.26600	0
l94de4o9e	swapped	node_rectorado_upm-node_cedint_upm	1	0.86016	23:28.002	23:29.206	1.20400	1
6cq03trzg	active	node_rectorado_upm-node_etsiinf_upm	0.7533309606262788	0.64798	23:28.003	23:30.365	2.36200	""
yejvcws34	swapped	node_etsiinf_upm-node_cedint_upm	1	0.91955	23:40.101	23:40.772	0.67100	0
4pyd3r51y	swapped	node_rectorado_upm-node_cedint_upm	1	0.98769	23:40.095	23:40.194	0.09900	1
4pyd3r51y_yejvcws34	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
hx2xv80wq	active	node_rectorado_upm-node_etsiinf_upm	0.9876868721399209	0.90822	23:40.095	23:41.925	1.83000	""
tcwba6t1f	swapped	node_etsiinf_upm-node_cedint_upm	1	0.83235	23:44.630	23:46.098	1.46800	0
9cljkmpsk	swapped	node_rectorado_upm-node_cedint_upm	1	0.98781	23:44.624	23:44.722	0.09800	1
9cljkmpsk_tcwba6t1f	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
kdk59lqr9	active	node_rectorado_upm-node_etsiinf_upm	0.9878103407155606	0.82221	23:44.624	23:46.191	1.56700	""
x9c75x30r	swapped	node_etsiinf_upm-node_cedint_upm	1	0.92601	23:49.834	23:50.448	0.61400	1
lrojp8lkm	swapped	node_rectorado_upm-node_cedint_upm	1	0.98793	23:49.832	23:49.929	0.09700	0
x9c75x30r_lrojp8lkm	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
co5nm1pnp	active	node_rectorado_upm-node_etsiinf_upm	0.9260050183186938	0.91483	23:49.834	23:51.606	1.77200	""
