ID	Estado	link	w_gen	w_out	t_gen	t_recv	t_diff	Medicion
qy2vll63a	swapped	node_rectorado_upm-node_cedint_upm	1	0.97479	48:17.455	48:17.557	0.10200	1
qy2vll63a_xoqps8oki	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
do6nh8n01	active	node_rectorado_upm-node_etsiinf_upm	0.9747939876774375	0.80189	48:17.455	48:19.401	1.94600	""
tr126bim4	swapped	node_etsiinf_upm-node_cedint_upm	1	0.76606	48:22.594	48:23.660	1.06600	0
nw5qr0gvh	swapped	node_rectorado_upm-node_cedint_upm	1	0.97650	48:22.589	48:22.683	0.09400	1
nw5qr0gvh_tr126bim4	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
p288rq7q4	active	node_rectorado_upm-node_etsiinf_upm	0.9765013706801663	0.74805	48:22.589	48:24.794	2.20500	""
2o8gn5ehp	swapped	node_etsiinf_upm-node_cedint_upm	1	0.81282	48:28.200	48:29.029	0.82900	0
hvshvei60	swapped	node_rectorado_upm-node_cedint_upm	1	0.97626	48:28.199	48:28.294	0.09500	1
hvshvei60_2o8gn5ehp	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
13x7u94xg	active	node_rectorado_upm-node_etsiinf_upm	0.9762572758506826	0.79352	48:28.199	48:30.159	1.96000	""
