ID	Estado	link	w_gen	w_out	t_gen	t_recv	t_diff	Medicion
yftgb0mgm	swapped	node_etsiinf_upm-node_cedint_upm	1	0.81764	52:20.537	52:21.744	1.20700	0
kx1bzjlmt	swapped	node_rectorado_upm-node_cedint_upm	1	0.98312	52:20.529	52:20.631	0.10200	0
bw9wgo294	active	node_rectorado_upm-node_etsiinf_upm	0.9831245954470471	0.80384	52:20.529	52:21.851	1.32200	""
i44xkfxwm	swapped	node_etsiinf_upm-node_cedint_upm	1	0.88441	53:47.797	53:48.534	0.73700	0
7l77ssxla	swapped	node_rectorado_upm-node_cedint_upm	1	0.98411	53:47.064	53:47.160	0.09600	0
7l77ssxla_i44xkfxwm	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
pvwglibz6	active	node_rectorado_upm-node_etsiinf_upm	0.9841082117686637	0.87036	53:47.064	53:48.626	1.56200	""
hqolb435x	swapped	node_etsiinf_upm-node_cedint_upm	1	0.80493	53:51.572	53:52.873	1.30100	1
e7r346r47	swapped	node_rectorado_upm-node_cedint_upm	1	0.98329	53:51.567	53:51.668	0.10100	0
e7r346r47_hqolb435x	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
0gd2xr3s1	active	node_rectorado_upm-node_etsiinf_upm	0.983288463201514	0.79148	53:51.567	53:52.965	1.39800	""
y3p2fo62j	swapped	node_etsiinf_upm-node_cedint_upm	1	0.85072	53:57.247	53:58.217	0.97000	0
kqq8i1czh	swapped	node_rectorado_upm-node_cedint_upm	1	0.98312	53:57.241	53:57.343	0.10200	0
kqq8i1czh_y3p2fo62j	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
yak83x087	active	node_rectorado_upm-node_etsiinf_upm	0.9831245954470471	0.83637	53:57.241	53:59.360	2.11900	""
4pp1mlbah	swapped	node_etsiinf_upm-node_cedint_upm	1	0.86085	54:01.609	54:02.508	0.89900	1
7prbunxeh	swapped	node_rectorado_upm-node_cedint_upm	1	0.98296	54:01.601	54:01.704	0.10300	1
7prbunxeh_4pp1mlbah	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
reclnq681	active	node_rectorado_upm-node_etsiinf_upm	0.9829607550015222	0.84618	54:01.601	54:03.653	2.05200	""
1svakjk6p_gtyioxbfe	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
gtyioxbfe	swapped	node_etsiinf_upm-node_cedint_upm	1	1.13542	54:07.477	54:06.715	-0.76200	0
1svakjk6p	swapped	node_rectorado_upm-node_cedint_upm	1	0.98263	54:07.471	54:07.576	0.10500	0
zv6m2a2hr	active	node_rectorado_upm-node_etsiinf_upm	0.9826331560193932	1.11570	54:07.471	54:06.809	-0.66200	""
yozr1tjdl	swapped	node_rectorado_upm-node_cedint_upm	1	0.94363	54:38.701	54:39.049	0.34800	0
yozr1tjdl_s1s17oekq	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
s1s17oekq	swapped	node_etsiinf_upm-node_cedint_upm	1	0.91530	54:39.379	54:39.910	0.53100	0
k8ppj3ud4	active	node_rectorado_upm-node_etsiinf_upm	0.9436316250782061	0.86371	54:38.701	54:41.026	2.32500	""
nk5pnx6zx	swapped	node_etsiinf_upm-node_cedint_upm	1	0.91652	54:42.567	54:43.090	0.52300	0
a14q368q5	swapped	node_rectorado_upm-node_cedint_upm	1	0.98329	54:42.355	54:42.456	0.10100	0
a14q368q5_nk5pnx6zx	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
9fqm4ucy4	active	node_rectorado_upm-node_etsiinf_upm	0.983288463201514	0.90121	54:42.355	54:44.218	1.86300	""
wjzkvvzjw	swapped	node_etsiinf_upm-node_cedint_upm	1	0.87678	54:46.528	54:47.317	0.78900	0
ffblmy4ib	swapped	node_rectorado_upm-node_cedint_upm	1	0.98263	54:46.522	54:46.627	0.10500	0
ffblmy4ib_wjzkvvzjw	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
jp57ky053	active	node_rectorado_upm-node_etsiinf_upm	0.9826331560193932	0.86155	54:46.522	54:48.471	1.94900	""
szt8uvt8e	swapped	node_etsiinf_upm-node_cedint_upm	1	0.89389	54:52.130	54:52.803	0.67300	0
71clecnsh	swapped	node_rectorado_upm-node_cedint_upm	1	0.98296	54:52.126	54:52.228	0.10200	0
71clecnsh_szt8uvt8e	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
83ivomh7g	active	node_rectorado_upm-node_etsiinf_upm	0.9829607550015967	0.87866	54:52.126	54:53.969	1.84300	""
yzcsoqiew	swapped	node_etsiinf_upm-node_cedint_upm	1	0.80198	54:55.791	54:57.114	1.32300	0
i3k83ktv1	swapped	node_rectorado_upm-node_cedint_upm	1	0.98280	54:55.773	54:55.876	0.10300	1
i3k83ktv1_yzcsoqiew	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
pc8ce7j0d	active	node_rectorado_upm-node_etsiinf_upm	0.9827969418605375	0.78819	54:55.773	54:57.210	1.43700	""
tsuoagay0_0k6unu7dd	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
0k6unu7dd	swapped	node_etsiinf_upm-node_cedint_upm	1	0.82242	03:37.617	03:38.789	1.17200	0
tsuoagay0	swapped	node_rectorado_upm-node_cedint_upm	1	0.98231	03:37.612	03:37.719	0.10700	1
1zob55ugo	active	node_rectorado_upm-node_etsiinf_upm	0.9823056662187222	0.80787	03:37.612	03:38.885	1.27300	""
ktjg777wb	swapped	node_etsiinf_upm-node_cedint_upm	1	0.82146	03:38.643	03:39.813	1.17000	1
h9fwo79i4	swapped	node_rectorado_upm-node_cedint_upm	1	0.98329	03:38.644	03:38.745	0.10100	0
ktjg777wb_h9fwo79i4	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
qd1gi8cf0	active	node_rectorado_upm-node_etsiinf_upm	0.8228339723607574	0.80908	03:38.643	03:39.918	1.27500	""
tda1sw09o	swapped	node_etsiinf_upm-node_cedint_upm	1	0.86214	03:51.814	03:52.704	0.89000	1
jdej5ljkl	swapped	node_rectorado_upm-node_cedint_upm	1	0.98296	03:51.809	03:51.911	0.10200	1
jdej5ljkl_tda1sw09o	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
09ijz83i2	active	node_rectorado_upm-node_etsiinf_upm	0.9829607550015316	0.84745	03:51.809	03:53.854	2.04500	""
rvgog0619	swapped	node_etsiinf_upm-node_cedint_upm	1	0.85399	03:59.312	04:00.259	0.94700	1
if9wlbpic	swapped	node_rectorado_upm-node_cedint_upm	1	0.98312	03:59.306	03:59.408	0.10200	0
if9wlbpic_rvgog0619	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
6i2rn21ns	active	node_rectorado_upm-node_etsiinf_upm	0.9831245954470285	0.83958	03:59.306	04:01.381	2.07500	""
exj4nkabf	swapped	node_etsiinf_upm-node_cedint_upm	1	0.77144	07:29.779	07:31.336	1.55700	1
bj42l55md	swapped	node_rectorado_upm-node_cedint_upm	1	0.98263	07:29.770	07:29.874	0.10400	1
bj42l55md_exj4nkabf	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
c6ico16ho	active	node_rectorado_upm-node_etsiinf_upm	0.9826331560193932	0.75804	07:29.770	07:31.427	1.65700	""
