ID	Estado	link	w_gen	w_out	t_gen	t_recv	t_diff	Medicion
238xnqka7	swapped	node_rectorado_upm-node_cedint_upm	1	0.98927	13:29.133	13:29.230	0.09700	1
u7n79ek1i	active	node_rectorado_upm-node_etsiinf_upm	0.9892672887731419	0.87002	13:29.133	13:30.389	1.25600	""
boxow2k5k_f1zb0l3dy	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
f1zb0l3dy	swapped	node_etsiinf_upm-node_cedint_upm	1	0.89803	14:03.495	14:04.463	0.96800	0
boxow2k5k	swapped	node_rectorado_upm-node_cedint_upm	1	0.96281	14:02.799	14:03.140	0.34100	1
r9c18mcor	active	node_rectorado_upm-node_etsiinf_upm	0.9628074518503998	0.86463	14:02.799	14:04.552	1.75300	""
1ppkt1cpw	swapped	node_etsiinf_upm-node_cedint_upm	1	0.90665	14:06.759	14:07.641	0.88200	1
t2nm06jlt	swapped	node_rectorado_upm-node_cedint_upm	1	0.98905	14:06.638	14:06.737	0.09900	1
t2nm06jlt_1ppkt1cpw	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
x423aq5q6	active	node_rectorado_upm-node_etsiinf_upm	0.9890474760224077	0.89672	14:06.638	14:08.744	2.10600	""
71io5ubx8	swapped	node_etsiinf_upm-node_cedint_upm	1	0.91841	14:10.105	14:10.871	0.76600	0
7n7du6pdu	swapped	node_rectorado_upm-node_cedint_upm	1	0.98905	14:10.099	14:10.198	0.09900	1
7n7du6pdu_71io5ubx8	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
tbemolj8o	active	node_rectorado_upm-node_etsiinf_upm	0.9890474760224077	0.90835	14:10.099	14:11.364	1.26500	""
efnt2g104	swapped	node_etsiinf_upm-node_cedint_upm	1	0.91505	14:12.226	14:13.014	0.78800	1
w6xi8w7np	swapped	node_rectorado_upm-node_cedint_upm	1	0.98894	14:12.219	14:12.319	0.10000	0
w6xi8w7np_efnt2g104	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
2ofwvvoxh	active	node_rectorado_upm-node_etsiinf_upm	0.988937587963413	0.90593	14:12.219	14:14.151	1.93200	""
l69wd6o4p	swapped	node_etsiinf_upm-node_cedint_upm	1	0.89573	14:16.267	14:17.258	0.99100	1
5jp1d5fml	swapped	node_rectorado_upm-node_cedint_upm	1	0.98905	14:16.262	14:16.361	0.09900	1
5jp1d5fml_l69wd6o4p	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
a87eet3go	active	node_rectorado_upm-node_etsiinf_upm	0.9890474760223952	0.88592	14:16.262	14:18.381	2.11900	""
ojl7g3k5k	swapped	node_etsiinf_upm-node_cedint_upm	1	0.96894	14:42.673	14:42.957	0.28400	1
6386mdddq	swapped	node_rectorado_upm-node_cedint_upm	1	0.96538	14:41.992	14:42.309	0.31700	1
6386mdddq_ojl7g3k5k	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
ws1qe7tpk	active	node_rectorado_upm-node_etsiinf_upm	0.9653783647490287	0.93539	14:41.992	14:44.097	2.10500	""
lxbce1n34	swapped	node_etsiinf_upm-node_cedint_upm	1	0.89793	14:47.358	14:48.327	0.96900	1
bsmgp8efx	swapped	node_rectorado_upm-node_cedint_upm	1	0.98806	14:47.353	14:47.461	0.10800	0
bsmgp8efx_lxbce1n34	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
weyct1e0s	active	node_rectorado_upm-node_etsiinf_upm	0.9880589229053092	0.88720	14:47.353	14:49.429	2.07600	""
b2t36xwej	swapped	node_etsiinf_upm-node_cedint_upm	1	0.92383	16:01.600	16:02.313	0.71300	0
a6lxh460o	swapped	node_rectorado_upm-node_cedint_upm	1	0.97877	16:01.602	16:01.795	0.19300	1
b2t36xwej_a6lxh460o	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
e49irnrjk	active	node_rectorado_upm-node_etsiinf_upm	0.9238340918124641	0.90422	16:01.600	16:03.432	1.83200	""
1fu3q2tk0	swapped	node_etsiinf_upm-node_cedint_upm	1	0.50336	16:05.424	16:11.602	6.17800	0
o3cygp2ra	swapped	node_rectorado_upm-node_cedint_upm	1	0.98938	16:05.420	16:05.516	0.09600	0
o3cygp2ra_1fu3q2tk0	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
sh61ij902	swapped	node_etsiinf_upm-node_cedint_upm	1	0.86310	16:11.733	16:13.058	1.32500	1
euju7t2mc	swapped	node_rectorado_upm-node_cedint_upm	1	0.98883	16:11.726	16:11.827	0.10100	1
6z8sd5e04	active	node_rectorado_upm-node_etsiinf_upm	0.9893772134675951	0.49802	16:05.420	16:13.025	7.60500	""
9iagkdq6m	swapped	node_etsiinf_upm-node_cedint_upm	1	0.90193	16:16.288	16:17.217	0.92900	0
by1f4z639	swapped	node_rectorado_upm-node_cedint_upm	1	0.98905	16:16.282	16:16.381	0.09900	0
euju7t2mc_sh61ij902	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
2tek884ro	active	node_rectorado_upm-node_etsiinf_upm	0.988827712113512	0.85346	16:11.726	16:18.339	6.61300	""
d5lkw4qst	swapped	node_etsiinf_upm-node_cedint_upm	1	0.97239	16:53.379	16:53.631	0.25200	0
oyehfcedm	swapped	node_rectorado_upm-node_cedint_upm	1	0.99103	16:52.663	16:52.744	0.08100	0
oyehfcedm_d5lkw4qst	swapper	node_cedint_upm-['node_rectorado_upm','node_etsiinf_upm']	""	""	""	""	""	""
xo15gptug	active	node_rectorado_upm-node_etsiinf_upm	0.9910275503887849	0.96366	16:52.663	16:54.821	2.15800	""
