ID,event,id,t,t_diff,t_end,t_end_recv,t_start
ihqcyp8im,RECV_BEFORE_MONITOR,ihqcyp8im,32.453985,,,,
ihqcyp8im,RECV_BEFORE_UPDATE,ihqcyp8im,32.454716,,,,
ihqcyp8im,RECV_BEFORE_NOTIFY,ihqcyp8im,32.455069,,,,
ihqcyp8im,EPR_TOTAL,ihqcyp8im,32.455211,,,,
oqdpgtcji,ReceiveEPR,oqdpgtcji,,0.007417,32.456509,,32.449092
oqdpgtcji,RECV_EPR_START_BEFORE_CALCS,oqdpgtcji,32.45701,,,,
oqdpgtcji,RECV_BEFORE_MONITOR,oqdpgtcji,32.457312,,,,
oqdpgtcji,RECV_BEFORE_UPDATE,oqdpgtcji,32.458272,,,,
oqdpgtcji,RECV_BEFORE_NOTIFY,oqdpgtcji,32.458579,,,,
oqdpgtcji,EPR_TOTAL,oqdpgtcji,32.45885,,,,
ihqcyp8im,RECV_TOTAL_no_plots,ihqcyp8im,,0.02359899999999726,,32.472901,32.449302
ihqcyp8im,RECV_TOTAL_EPR_FINAL,ihqcyp8im,,0.03054000000000201,,32.453882,32.423342
ihqcyp8im,RECV_TOTAL,ihqcyp8im,,0.02447999999999695,,32.473782,32.449302
oqdpgtcji,RECV_TOTAL_no_plots,oqdpgtcji,,0.025227000000001,,32.474319,32.449092
ihqcyp8im,SOCKET_AFTER_RECV_EPR,ihqcyp8im,32.475094,,,,
oqdpgtcji,RECV_TOTAL_EPR_FINAL,oqdpgtcji,,0.03420500000000004,,32.457255,32.42305
oqdpgtcji,RECV_TOTAL,oqdpgtcji,,0.03623400000000032,,32.485326,32.449092
ihqcyp8im,SOCKET_AFTER_SEND_RECV_EPR,ihqcyp8im,32.483253,,,,
oqdpgtcji,SOCKET_AFTER_RECV_EPR,oqdpgtcji,32.485515,,,,
oqdpgtcji,SOCKET_AFTER_SEND_RECV_EPR,oqdpgtcji,32.488822,,,,
None,RECEIVING,None,,0.008327000017743558,149016.322767,,149016.31444
5bb8s63em,ORDER_RECEIVE,5bb8s63em,,,,,149017.974224
lz6531q76,ORDER_RECEIVE,lz6531q76,,,,,149017.9744
5bb8s63em,ORDER_RECV_STARTING,5bb8s63em,,,,,149017.977465
lz6531q76,ORDER_RECV_STARTING,lz6531q76,,,,,149017.978678
lz6531q76,CreateEPR_backend,lz6531q76,,0.013153,38.000863,,37.98771
lz6531q76,CreateEPR_notify,lz6531q76,,0.000395,38.001443,,38.001048
lz6531q76,SENDING,lz6531q76,,,,,149018.001501
lz6531q76,CreateEPR_total,lz6531q76,,0.013893,38.001559,,37.987666
5bb8s63em,CreateEPR_backend,5bb8s63em,,0.011057,38.001671,,37.990614
lz6531q76,ORDER_RECV_EXECUTING_AFTER_FOUND,lz6531q76,,,,,149018.001889
5bb8s63em,CreateEPR_notify,5bb8s63em,,0.000328,38.002153,,38.001825
5bb8s63em,CreateEPR_total,5bb8s63em,,0.011866,38.002273,,37.990407
5bb8s63em,SENDING,5bb8s63em,,,,,149018.002338
5bb8s63em,ORDER_RECV_EXECUTING_AFTER_FOUND,5bb8s63em,,,,,149018.002573
lz6531q76,SOCKET_BEFORE_RECV_EPR,lz6531q76,38.018683,,,,
lz6531q76,RECV_ENTER,lz6531q76,38.019686,,,,
lz6531q76,RECV_EPR_START,lz6531q76,38.019676,,,,
5bb8s63em,SOCKET_BEFORE_RECV_EPR,5bb8s63em,38.022447,,,,
5bb8s63em,RECV_ENTER,5bb8s63em,38.022637,,,,
5bb8s63em,RECV_EPR_START,5bb8s63em,38.02263,,,,
lz6531q76,ReceiveEPR,lz6531q76,,0.00358,38.023256,,38.019676
lz6531q76,RECV_EPR_START_BEFORE_CALCS,lz6531q76,38.023853,,,,
lz6531q76,RECV_BEFORE_MONITOR,lz6531q76,38.024461,,,,
lz6531q76,RECV_BEFORE_UPDATE,lz6531q76,38.025239,,,,
lz6531q76,RECV_BEFORE_NOTIFY,lz6531q76,38.02555,,,,
lz6531q76,EPR_TOTAL,lz6531q76,38.025631,,,,
5bb8s63em,ReceiveEPR,5bb8s63em,,0.003716,38.026346,,38.02263
5bb8s63em,RECV_EPR_START_BEFORE_CALCS,5bb8s63em,38.026805,,,,
5bb8s63em,RECV_BEFORE_MONITOR,5bb8s63em,38.027297,,,,
5bb8s63em,RECV_BEFORE_UPDATE,5bb8s63em,38.027824,,,,
5bb8s63em,RECV_BEFORE_NOTIFY,5bb8s63em,38.028156,,,,
5bb8s63em,EPR_TOTAL,5bb8s63em,38.028389,,,,
lz6531q76,RECV_TOTAL_no_plots,lz6531q76,,0.017670000000002517,,38.037346,38.019676
lz6531q76,RECV_TOTAL_EPR_FINAL,lz6531q76,,0.02334499999999906,,38.024387,38.001042
lz6531q76,RECV_TOTAL,lz6531q76,,0.01907200000000131,,38.038748,38.019676
5bb8s63em,RECV_TOTAL_no_plots,5bb8s63em,,0.024512999999998897,,38.047143,38.02263
lz6531q76,SOCKET_AFTER_RECV_EPR,lz6531q76,38.044698,,,,
5bb8s63em,RECV_TOTAL_EPR_FINAL,5bb8s63em,,0.025412000000002877,,38.027231,38.001819
lz6531q76,SOCKET_AFTER_SEND_RECV_EPR,lz6531q76,38.054148,,,,
5bb8s63em,RECV_TOTAL,5bb8s63em,,0.03186099999999925,,38.054491,38.02263
5bb8s63em,SOCKET_AFTER_RECV_EPR,5bb8s63em,38.059454,,,,
5bb8s63em,SOCKET_AFTER_SEND_RECV_EPR,5bb8s63em,38.067348,,,,
alfypfuhv,ORDER_RECEIVE,alfypfuhv,,,,,149024.918652
ypoazqaez,ORDER_RECEIVE,ypoazqaez,,,,,149024.918908
alfypfuhv,ORDER_RECV_STARTING,alfypfuhv,,,,,149024.921478
ypoazqaez,ORDER_RECV_STARTING,ypoazqaez,,,,,149024.923439
alfypfuhv,CreateEPR_backend,alfypfuhv,,0.014554,44.947453,,44.932899
alfypfuhv,SENDING,alfypfuhv,,,,,149024.948212
alfypfuhv,CreateEPR_notify,alfypfuhv,,0.000602,44.94823,,44.947628
alfypfuhv,CreateEPR_total,alfypfuhv,,0.015603,44.94836,,44.932757
alfypfuhv,ORDER_RECV_EXECUTING_AFTER_FOUND,alfypfuhv,,,,,149024.949099
ypoazqaez,CreateEPR_backend,ypoazqaez,,0.014025,44.950126,,44.936101
ypoazqaez,CreateEPR_notify,ypoazqaez,,0.00036,44.950657,,44.950297
ypoazqaez,SENDING,ypoazqaez,,,,,149024.950692
ypoazqaez,CreateEPR_total,ypoazqaez,,0.014825,44.950764,,44.935939
ypoazqaez,ORDER_RECV_EXECUTING_AFTER_FOUND,ypoazqaez,,,,,149024.951179
alfypfuhv,SOCKET_BEFORE_RECV_EPR,alfypfuhv,44.964111,,,,
alfypfuhv,RECV_ENTER,alfypfuhv,44.964414,,,,
alfypfuhv,RECV_EPR_START,alfypfuhv,44.964405,,,,
ypoazqaez,SOCKET_BEFORE_RECV_EPR,ypoazqaez,44.969098,,,,
alfypfuhv,ReceiveEPR,alfypfuhv,,0.005111,44.969516,,44.964405
ypoazqaez,RECV_ENTER,ypoazqaez,44.969788,,,,
alfypfuhv,RECV_EPR_START_BEFORE_CALCS,alfypfuhv,44.969631,,,,
ypoazqaez,RECV_EPR_START,ypoazqaez,44.969776,,,,
alfypfuhv,RECV_BEFORE_MONITOR,alfypfuhv,44.970043,,,,
alfypfuhv,RECV_BEFORE_UPDATE,alfypfuhv,44.971181,,,,
alfypfuhv,RECV_BEFORE_NOTIFY,alfypfuhv,44.971441,,,,
alfypfuhv,EPR_TOTAL,alfypfuhv,44.971706,,,,
ypoazqaez,ReceiveEPR,ypoazqaez,,0.002556,44.972332,,44.969776
ypoazqaez,RECV_EPR_START_BEFORE_CALCS,ypoazqaez,44.972607,,,,
ypoazqaez,RECV_BEFORE_MONITOR,ypoazqaez,44.972885,,,,
ypoazqaez,RECV_BEFORE_UPDATE,ypoazqaez,44.97373,,,,
ypoazqaez,RECV_BEFORE_NOTIFY,ypoazqaez,44.974193,,,,
ypoazqaez,EPR_TOTAL,ypoazqaez,44.974468,,,,
ypoazqaez,RECV_TOTAL_no_plots,ypoazqaez,,0.014139000000000124,,44.983915,44.969776
ypoazqaez,RECV_TOTAL_EPR_FINAL,ypoazqaez,,0.022511999999998977,,44.972803,44.950291
ypoazqaez,RECV_TOTAL,ypoazqaez,,0.014815999999996166,,44.984592,44.969776
ypoazqaez,SOCKET_AFTER_RECV_EPR,ypoazqaez,44.985067,,,,
alfypfuhv,RECV_TOTAL_no_plots,alfypfuhv,,0.03325900000000104,,44.997664,44.964405
ypoazqaez,SOCKET_AFTER_SEND_RECV_EPR,ypoazqaez,44.997795,,,,
alfypfuhv,RECV_TOTAL_EPR_FINAL,alfypfuhv,,0.022373999999999228,,44.969997,44.947623
alfypfuhv,RECV_TOTAL,alfypfuhv,,0.044254000000002236,,45.008659,44.964405
alfypfuhv,SOCKET_AFTER_RECV_EPR,alfypfuhv,45.008849,,,,
alfypfuhv,SOCKET_AFTER_SEND_RECV_EPR,alfypfuhv,45.00991,,,,
6h4xojtl5,ORDER_RECEIVE,6h4xojtl5,,,,,149044.219479
226z6l1nb,ORDER_RECEIVE,226z6l1nb,,,,,149044.219626
6h4xojtl5,ORDER_RECV_STARTING,6h4xojtl5,,,,,149044.223542
226z6l1nb,ORDER_RECV_STARTING,226z6l1nb,,,,,149044.224464
226z6l1nb,CreateEPR_backend,226z6l1nb,,0.011505,4.254065,,4.24256
226z6l1nb,CreateEPR_notify,226z6l1nb,,0.000359,4.254637,,4.254278
226z6l1nb,CreateEPR_total,226z6l1nb,,0.012361,4.254782,,4.242421
226z6l1nb,SENDING,226z6l1nb,,,,,149044.254811
226z6l1nb,ORDER_RECV_EXECUTING_AFTER_FOUND,226z6l1nb,,,,,149044.255205
6h4xojtl5,CreateEPR_backend,6h4xojtl5,,0.016507,4.259254,,4.242747
6h4xojtl5,CreateEPR_notify,6h4xojtl5,,0.000367,4.259844,,4.259477
6h4xojtl5,CreateEPR_total,6h4xojtl5,,0.017393,4.259974,,4.242581
6h4xojtl5,SENDING,6h4xojtl5,,,,,149044.260171
6h4xojtl5,ORDER_RECV_EXECUTING_AFTER_FOUND,6h4xojtl5,,,,,149044.260722
226z6l1nb,SOCKET_BEFORE_RECV_EPR,226z6l1nb,4.273336,,,,
226z6l1nb,RECV_ENTER,226z6l1nb,4.273627,,,,
226z6l1nb,RECV_EPR_START,226z6l1nb,4.273616,,,,
226z6l1nb,ReceiveEPR,226z6l1nb,,0.002808,4.276424,,4.273616
226z6l1nb,RECV_EPR_START_BEFORE_CALCS,226z6l1nb,4.276616,,,,
226z6l1nb,RECV_BEFORE_MONITOR,226z6l1nb,4.276778,,,,
226z6l1nb,RECV_BEFORE_UPDATE,226z6l1nb,4.27728,,,,
226z6l1nb,RECV_BEFORE_NOTIFY,226z6l1nb,4.279205,,,,
6h4xojtl5,SOCKET_BEFORE_RECV_EPR,6h4xojtl5,4.280291,,,,
226z6l1nb,EPR_TOTAL,226z6l1nb,4.280683,,,,
6h4xojtl5,RECV_ENTER,6h4xojtl5,4.280607,,,,
6h4xojtl5,RECV_EPR_START,6h4xojtl5,4.280598,,,,
6h4xojtl5,ReceiveEPR,6h4xojtl5,,0.003953,4.284551,,4.280598
6h4xojtl5,RECV_EPR_START_BEFORE_CALCS,6h4xojtl5,4.284762,,,,
6h4xojtl5,RECV_BEFORE_MONITOR,6h4xojtl5,4.284994,,,,
6h4xojtl5,RECV_BEFORE_UPDATE,6h4xojtl5,4.285643,,,,
6h4xojtl5,RECV_BEFORE_NOTIFY,6h4xojtl5,4.285914,,,,
6h4xojtl5,EPR_TOTAL,6h4xojtl5,4.285985,,,,
226z6l1nb,RECV_TOTAL_no_plots,226z6l1nb,,0.020012000000000363,,4.293628,4.273616
226z6l1nb,RECV_TOTAL_EPR_FINAL,226z6l1nb,,0.02241699999999991,,4.276689,4.254272
226z6l1nb,RECV_TOTAL,226z6l1nb,,0.021430000000000504,,4.295046,4.273616
226z6l1nb,SOCKET_AFTER_RECV_EPR,226z6l1nb,4.295424,,,,
226z6l1nb,SOCKET_AFTER_SEND_RECV_EPR,226z6l1nb,4.295828,,,,
6h4xojtl5,RECV_TOTAL_no_plots,6h4xojtl5,,0.03848800000000008,,4.319086,4.280598
6h4xojtl5,RECV_TOTAL_EPR_FINAL,6h4xojtl5,,0.025438999999999545,,4.284909,4.25947
6h4xojtl5,RECV_TOTAL,6h4xojtl5,,0.048921999999999244,,4.32952,4.280598
6h4xojtl5,SOCKET_AFTER_RECV_EPR,6h4xojtl5,4.331165,,,,
6h4xojtl5,SOCKET_AFTER_SEND_RECV_EPR,6h4xojtl5,4.342318,,,,
rca8yapwv,ORDER_RECEIVE,rca8yapwv,,,,,149081.971629
rca8yapwv,ORDER_RECV_STARTING,rca8yapwv,,,,,149081.974367
rca8yapwv,CreateEPR_backend,rca8yapwv,,0.010845,42.004182,,41.993337
rca8yapwv,SENDING,rca8yapwv,,,,,149082.004855
rca8yapwv,CreateEPR_notify,rca8yapwv,,0.000514,42.004869,,42.004355
rca8yapwv,CreateEPR_total,rca8yapwv,,0.011803,42.005015,,41.993212
rca8yapwv,ORDER_RECV_EXECUTING_AFTER_FOUND,rca8yapwv,,,,,149082.005314
rca8yapwv,SOCKET_BEFORE_RECV_EPR,rca8yapwv,42.017202,,,,
rca8yapwv,RECV_ENTER,rca8yapwv,42.017379,,,,
rca8yapwv,RECV_EPR_START,rca8yapwv,42.017373,,,,
rca8yapwv,ReceiveEPR,rca8yapwv,,0.002371,42.019744,,42.017373
rca8yapwv,RECV_EPR_START_BEFORE_CALCS,rca8yapwv,42.019878,,,,
rca8yapwv,RECV_BEFORE_MONITOR,rca8yapwv,42.019985,,,,
rca8yapwv,RECV_BEFORE_UPDATE,rca8yapwv,42.02057,,,,
rca8yapwv,RECV_BEFORE_NOTIFY,rca8yapwv,42.02102,,,,
rca8yapwv,EPR_TOTAL,rca8yapwv,42.021202,,,,
rca8yapwv,RECV_TOTAL_no_plots,rca8yapwv,,0.016122000000002856,,42.033495,42.017373
rca8yapwv,RECV_TOTAL_EPR_FINAL,rca8yapwv,,0.015580999999997402,,42.019931,42.00435
rca8yapwv,RECV_TOTAL,rca8yapwv,,0.016669000000000267,,42.034042,42.017373
