event,id,t,t_diff,t_end,t_end_recv,t_start
CreateEPR_backend,k63uhnfbd,,0.023864,18:00.915025,,18:00.891161
CreateEPR_notify,k63uhnfbd,,0.000097,18:00.915241,,18:00.915144
CreateEPR_total,k63uhnfbd,,0.024194,18:00.915287,,18:00.891093
RECV_TOTAL,k63uhnfbd,,0.1975840000000062,,18:01.071779,18:00.874195
SOCKET_AFTER_RECV_EPR,k63uhnfbd,18:01.071953,,,,
SOCKET_AFTER_SEND_RECV_EPR,k63uhnfbd,18:01.072066,,,,
ORDER_RECV_EXECUTING,x463eqhrg,,,,,32:45.923991
SOCKET_ACCEPT,NONE,18:01.073627,,,,
SOCKET_HANDLER_START,NONE,18:01.074076,,,,
SOCKET_RECV_DONE,NONE,18:01.074239,,,,
SOCKET_ACCEPT,NONE,18:01.074284,,,,
SOCKET_HANDLER_START,NONE,18:01.074601,,,,
SOCKET_RECV_DONE,NONE,18:01.074705,,,,
SOCKET_BEFORE_RECV_EPR,x463eqhrg,18:01.077786,,,,
RECV_ENTER,x463eqhrg,18:01.077906,,,,
RECV_EPR_START,x463eqhrg,,,,,18:01.077901
ReceiveEPR,x463eqhrg,,0.001316,18:01.079217,,18:01.077901
RECV_BEFORE_MONITOR,x463eqhrg,18:01.079292,,,,
RECV_BEFORE_UPDATE,x463eqhrg,18:01.079453,,,,
RECV_BEFORE_NOTIFY,x463eqhrg,18:01.079593,,,,
SOCKET_ACCEPT,NONE,18:01.080093,,,,
SOCKET_HANDLER_START,NONE,18:01.080437,,,,
SOCKET_RECV_DONE,NONE,18:01.080517,,,,
RECV_TOTAL_no_plots,x463eqhrg,,0.0055049999998573185,,18:01.083406,18:01.077901
RECV_TOTAL,x463eqhrg,,0.2287869999997838,,18:01.306688,18:01.077901
SOCKET_AFTER_RECV_EPR,x463eqhrg,18:01.306928,,,,
SOCKET_AFTER_SEND_RECV_EPR,x463eqhrg,18:01.307028,,,,
SOCKET_ACCEPT,NONE,18:06.403685,,,,
SOCKET_ACCEPT,NONE,18:06.403992,,,,
SOCKET_HANDLER_START,NONE,18:06.403918,,,,
SOCKET_RECV_DONE,NONE,18:06.404119,,,,
SOCKET_HANDLER_START,NONE,18:06.404378,,,,
SOCKET_ACCEPT,NONE,18:06.404432,,,,
SOCKET_RECV_DONE,NONE,18:06.404534,,,,
SOCKET_HANDLER_START,NONE,18:06.404677,,,,
SOCKET_RECV_DONE,NONE,18:06.404885,,,,
SOCKET_ACCEPT,NONE,18:06.405106,,,,
SOCKET_HANDLER_START,NONE,18:06.405343,,,,
SOCKET_RECV_DONE,NONE,18:06.405398,,,,
CreateEPR_backend,57dr4tukp,,0.007836,18:06.415514,,18:06.407678
CreateEPR_backend,ebogslu16,,0.007017,18:06.415671,,18:06.408654
CreateEPR_notify,ebogslu16,,0.000134,18:06.415900,,18:06.415766
CreateEPR_total,ebogslu16,,0.007323,18:06.415946,,18:06.408623
CreateEPR_notify,57dr4tukp,,0.000358,18:06.416051,,18:06.415693
CreateEPR_total,57dr4tukp,,0.008499,18:06.416161,,18:06.407662
ORDER_RECV_EXECUTING,ebogslu16,,,,,32:51.268481
SOCKET_ACCEPT,NONE,18:06.418142,,,,
SOCKET_ACCEPT,NONE,18:06.418641,,,,
SOCKET_HANDLER_START,NONE,18:06.418545,,,,
SOCKET_HANDLER_START,NONE,18:06.418859,,,,
SOCKET_RECV_DONE,NONE,18:06.419375,,,,
SOCKET_RECV_DONE,NONE,18:06.419456,,,,
SOCKET_BEFORE_RECV_EPR,ebogslu16,18:06.424920,,,,
RECV_ENTER,ebogslu16,18:06.425023,,,,
RECV_EPR_START,ebogslu16,,,,,18:06.425020
SOCKET_ACCEPT,NONE,18:06.437725,,,,
SOCKET_ACCEPT,NONE,18:06.438148,,,,
SOCKET_HANDLER_START,NONE,18:06.438057,,,,
SOCKET_HANDLER_START,NONE,18:06.438830,,,,
SOCKET_RECV_DONE,NONE,18:06.439146,,,,
SOCKET_RECV_DONE,NONE,18:06.439274,,,,
SOCKET_ACCEPT,NONE,18:06.442411,,,,
SOCKET_HANDLER_START,NONE,18:06.442721,,,,
SOCKET_RECV_DONE,NONE,18:06.442982,,,,
SOCKET_ACCEPT,NONE,18:06.443056,,,,
SOCKET_HANDLER_START,NONE,18:06.443567,,,,
SOCKET_RECV_DONE,NONE,18:06.443689,,,,
ReceiveEPR,ebogslu16,,0.019986,18:06.445006,,18:06.425020
RECV_BEFORE_MONITOR,ebogslu16,18:06.445257,,,,
RECV_BEFORE_UPDATE,ebogslu16,18:06.445540,,,,
RECV_BEFORE_NOTIFY,ebogslu16,18:06.445854,,,,
SOCKET_ACCEPT,NONE,18:06.446316,,,,
SOCKET_HANDLER_START,NONE,18:06.446692,,,,
SOCKET_RECV_DONE,NONE,18:06.446853,,,,
RECV_TOTAL_no_plots,ebogslu16,,0.025798000000122556,,18:06.450818,18:06.425020
CreateEPR_backend,ebogslu16,,0.020446,18:06.463570,,18:06.443124
CreateEPR_notify,ebogslu16,,0.000131,18:06.463844,,18:06.463713
CreateEPR_total,ebogslu16,,0.020808,18:06.463899,,18:06.443091
CreateEPR_backend,57dr4tukp,,0.015243,18:06.464434,,18:06.449191
CreateEPR_notify,57dr4tukp,,0.000297,18:06.464911,,18:06.464614
CreateEPR_total,57dr4tukp,,0.015885,18:06.464981,,18:06.449096
RECV_TOTAL,ebogslu16,,0.2118390000000545,,18:06.636859,18:06.425020
SOCKET_AFTER_RECV_EPR,ebogslu16,18:06.636959,,,,
SOCKET_AFTER_SEND_RECV_EPR,ebogslu16,18:06.637065,,,,
ORDER_RECV_EXECUTING,57dr4tukp,,,,,32:51.489149
SOCKET_ACCEPT,NONE,18:06.638809,,,,
SOCKET_ACCEPT,NONE,18:06.639109,,,,
SOCKET_HANDLER_START,NONE,18:06.639037,,,,
SOCKET_HANDLER_START,NONE,18:06.639457,,,,
SOCKET_RECV_DONE,NONE,18:06.639567,,,,
SOCKET_RECV_DONE,NONE,18:06.639361,,,,
SOCKET_BEFORE_RECV_EPR,57dr4tukp,18:06.643029,,,,
RECV_ENTER,57dr4tukp,18:06.643110,,,,
RECV_EPR_START,57dr4tukp,,,,,18:06.643107
ReceiveEPR,57dr4tukp,,0.001484,18:06.644591,,18:06.643107
RECV_BEFORE_MONITOR,57dr4tukp,18:06.644687,,,,
RECV_BEFORE_UPDATE,57dr4tukp,18:06.644860,,,,
RECV_BEFORE_NOTIFY,57dr4tukp,18:06.645029,,,,
SOCKET_ACCEPT,NONE,18:06.646198,,,,
SOCKET_HANDLER_START,NONE,18:06.646446,,,,
SOCKET_RECV_DONE,NONE,18:06.646558,,,,
RECV_TOTAL_no_plots,57dr4tukp,,0.006488999999874068,,18:06.649596,18:06.643107
RECV_TOTAL,57dr4tukp,,0.21451600000000326,,18:06.857623,18:06.643107
SOCKET_AFTER_RECV_EPR,57dr4tukp,18:06.857724,,,,
SOCKET_AFTER_SEND_RECV_EPR,57dr4tukp,18:06.857835,,,,
SOCKET_ACCEPT,NONE,18:11.932061,,,,
SOCKET_HANDLER_START,NONE,18:11.932290,,,,
SOCKET_RECV_DONE,NONE,18:11.932536,,,,
SOCKET_ACCEPT,NONE,18:11.932427,,,,
SOCKET_HANDLER_START,NONE,18:11.932863,,,,
SOCKET_RECV_DONE,NONE,18:11.933143,,,,
SOCKET_ACCEPT,NONE,18:11.933674,,,,
SOCKET_HANDLER_START,NONE,18:11.933959,,,,
SOCKET_ACCEPT,NONE,18:11.934155,,,,
SOCKET_RECV_DONE,NONE,18:11.934680,,,,
SOCKET_HANDLER_START,NONE,18:11.934482,,,,
SOCKET_RECV_DONE,NONE,18:11.935027,,,,
CreateEPR_backend,is1q5k2gp,,0.007864,18:11.944518,,18:11.936654
CreateEPR_notify,is1q5k2gp,,0.000156,18:11.944803,,18:11.944647
CreateEPR_total,is1q5k2gp,,0.008243,18:11.944852,,18:11.936609
CreateEPR_backend,ytrwy1atx,,0.006606,18:11.945749,,18:11.939143
ORDER_RECV_EXECUTING,is1q5k2gp,,,,,32:56.796505
CreateEPR_notify,ytrwy1atx,,0.000079,18:11.945914,,18:11.945835
CreateEPR_total,ytrwy1atx,,0.006918,18:11.945942,,18:11.939024
SOCKET_ACCEPT,NONE,18:11.946187,,,,
SOCKET_HANDLER_START,NONE,18:11.946412,,,,
SOCKET_ACCEPT,NONE,18:11.946546,,,,
SOCKET_HANDLER_START,NONE,18:11.946765,,,,
SOCKET_RECV_DONE,NONE,18:11.947030,,,,
SOCKET_RECV_DONE,NONE,18:11.947049,,,,
SOCKET_BEFORE_RECV_EPR,is1q5k2gp,18:11.950720,,,,
RECV_ENTER,is1q5k2gp,18:11.950820,,,,
RECV_EPR_START,is1q5k2gp,,,,,18:11.950817
ReceiveEPR,is1q5k2gp,,0.002008,18:11.952825,,18:11.950817
RECV_BEFORE_MONITOR,is1q5k2gp,18:11.952958,,,,
RECV_BEFORE_UPDATE,is1q5k2gp,18:11.953329,,,,
RECV_BEFORE_NOTIFY,is1q5k2gp,18:11.953515,,,,
SOCKET_ACCEPT,NONE,18:11.954017,,,,
SOCKET_HANDLER_START,NONE,18:11.954266,,,,
SOCKET_RECV_DONE,NONE,18:11.954398,,,,
RECV_TOTAL_no_plots,is1q5k2gp,,0.00722700000005716,,18:11.958044,18:11.950817
SOCKET_ACCEPT,NONE,18:11.967459,,,,
SOCKET_ACCEPT,NONE,18:11.967584,,,,
SOCKET_HANDLER_START,NONE,18:11.967780,,,,
SOCKET_ACCEPT,NONE,18:11.967859,,,,
SOCKET_HANDLER_START,NONE,18:11.967908,,,,
SOCKET_RECV_DONE,NONE,18:11.968304,,,,
SOCKET_RECV_DONE,NONE,18:11.968383,,,,
SOCKET_ACCEPT,NONE,18:11.968197,,,,
SOCKET_HANDLER_START,NONE,18:11.968206,,,,
SOCKET_RECV_DONE,NONE,18:11.968590,,,,
SOCKET_HANDLER_START,NONE,18:11.968691,,,,
SOCKET_RECV_DONE,NONE,18:11.968868,,,,
CreateEPR_backend,ytrwy1atx,,0.021012,18:11.994654,,18:11.973642
CreateEPR_backend,is1q5k2gp,,0.023035,18:11.995108,,18:11.972073
CreateEPR_notify,ytrwy1atx,,0.000389,18:11.995265,,18:11.994876
CreateEPR_total,ytrwy1atx,,0.021886,18:11.995366,,18:11.973480
CreateEPR_notify,is1q5k2gp,,0.000212,18:11.995483,,18:11.995271
CreateEPR_total,is1q5k2gp,,0.023511,18:11.995567,,18:11.972056
RECV_TOTAL,is1q5k2gp,,0.22755800000004456,,18:12.178375,18:11.950817
SOCKET_AFTER_RECV_EPR,is1q5k2gp,18:12.178476,,,,
SOCKET_AFTER_SEND_RECV_EPR,is1q5k2gp,18:12.178582,,,,
ORDER_RECV_EXECUTING,ytrwy1atx,,,,,32:57.030499
SOCKET_ACCEPT,NONE,18:12.180256,,,,
SOCKET_HANDLER_START,NONE,18:12.180496,,,,
SOCKET_RECV_DONE,NONE,18:12.180645,,,,
SOCKET_ACCEPT,NONE,18:12.180685,,,,
SOCKET_HANDLER_START,NONE,18:12.181000,,,,
SOCKET_RECV_DONE,NONE,18:12.181080,,,,
SOCKET_BEFORE_RECV_EPR,ytrwy1atx,18:12.184289,,,,
RECV_ENTER,ytrwy1atx,18:12.184377,,,,
RECV_EPR_START,ytrwy1atx,,,,,18:12.184375
ReceiveEPR,ytrwy1atx,,0.001255,18:12.185630,,18:12.184375
RECV_BEFORE_MONITOR,ytrwy1atx,18:12.185723,,,,
RECV_BEFORE_UPDATE,ytrwy1atx,18:12.185904,,,,
RECV_BEFORE_NOTIFY,ytrwy1atx,18:12.186108,,,,
SOCKET_ACCEPT,NONE,18:12.186666,,,,
SOCKET_HANDLER_START,NONE,18:12.187066,,,,
SOCKET_RECV_DONE,NONE,18:12.187276,,,,
RECV_TOTAL_no_plots,ytrwy1atx,,0.006509000000050946,,18:12.190884,18:12.184375
