ID,event,id,t,t_diff,t_end,t_end_recv,t_start
63tm8r3t4,SOCKET_BEFORE_RECV_EPR,63tm8r3t4,27:26.043946,,,,
63tm8r3t4,RECV_ENTER,63tm8r3t4,27:26.050126,,,,
63tm8r3t4,RECV_EPR_START,63tm8r3t4,27:26.050108,,,,
63tm8r3t4,ReceiveEPR,63tm8r3t4,,0.01106,27:26.061168,,27:26.050108
63tm8r3t4,RECV_EPR_START_BEFORE_CALCS,63tm8r3t4,27:26.061655,,,,
63tm8r3t4,RECV_BEFORE_MONITOR,63tm8r3t4,27:26.061756,,,,
63tm8r3t4,RECV_BEFORE_UPDATE,63tm8r3t4,27:26.064517,,,,
63tm8r3t4,RECV_BEFORE_NOTIFY,63tm8r3t4,27:26.069638,,,,
63tm8r3t4,EPR_TOTAL,63tm8r3t4,27:26.089000,,,,
63tm8r3t4,RECV_TOTAL_no_plots,63tm8r3t4,,0.05813100000000304,,27:26.108239,27:26.050108
63tm8r3t4,RECV_TOTAL_EPR_FINAL,63tm8r3t4,,0.8410010000000057,,27:26.061710,27:25.220709
63tm8r3t4,RECV_TOTAL,63tm8r3t4,,0.12742000000002918,,27:26.177528,27:26.050108
63tm8r3t4,SOCKET_AFTER_RECV_EPR,63tm8r3t4,27:26.181675,,,,
63tm8r3t4,SOCKET_AFTER_SEND_RECV_EPR,63tm8r3t4,27:26.183806,,,,
None,RECEIVING,None,,0.008226000000149725,19:06.297710,,19:06.289484
z5pv88dn5,ORDER_RECEIVE,z5pv88dn5,,,,,20:03.551295
lrze3zlmj,ORDER_RECEIVE,lrze3zlmj,,,,,20:03.551171
z5pv88dn5,ORDER_RECV_STARTING,z5pv88dn5,,,,,20:03.555521
lrze3zlmj,CreateEPR_backend,lrze3zlmj,,0.008221,28:30.985412,,28:30.977191
z5pv88dn5,CreateEPR_backend,z5pv88dn5,,0.007901,28:30.985526,,28:30.977625
lrze3zlmj,CreateEPR_notify,lrze3zlmj,,0.000219,28:30.985740,,28:30.985521
lrze3zlmj,CreateEPR_total,lrze3zlmj,,0.008672,28:30.985809,,28:30.977137
lrze3zlmj,SENDING,lrze3zlmj,,,,,20:03.570190
z5pv88dn5,CreateEPR_notify,z5pv88dn5,,0.000302,28:30.986013,,28:30.985711
z5pv88dn5,CreateEPR_total,z5pv88dn5,,0.008552,28:30.986109,,28:30.977557
z5pv88dn5,SENDING,z5pv88dn5,,,,,20:03.570454
z5pv88dn5,ORDER_RECV_EXECUTING_AFTER_FOUND,z5pv88dn5,,,,,20:03.570891
z5pv88dn5,SOCKET_BEFORE_RECV_EPR,z5pv88dn5,28:30.993808,,,,
z5pv88dn5,RECV_ENTER,z5pv88dn5,28:30.994019,,,,
z5pv88dn5,RECV_EPR_START,z5pv88dn5,28:30.994010,,,,
z5pv88dn5,ReceiveEPR,z5pv88dn5,,0.002381,28:30.996391,,28:30.994010
z5pv88dn5,RECV_EPR_START_BEFORE_CALCS,z5pv88dn5,28:30.996511,,,,
z5pv88dn5,RECV_BEFORE_MONITOR,z5pv88dn5,28:30.996597,,,,
z5pv88dn5,RECV_BEFORE_UPDATE,z5pv88dn5,28:30.996892,,,,
z5pv88dn5,RECV_BEFORE_NOTIFY,z5pv88dn5,28:30.997022,,,,
z5pv88dn5,EPR_TOTAL,z5pv88dn5,28:30.997137,,,,
z5pv88dn5,RECV_TOTAL_no_plots,z5pv88dn5,,0.011929000000009182,,28:31.005939,28:30.994010
z5pv88dn5,RECV_TOTAL_EPR_FINAL,z5pv88dn5,,0.010852999999997337,,28:30.996553,28:30.985700
z5pv88dn5,RECV_TOTAL,z5pv88dn5,,0.012524000000212254,,28:31.006534,28:30.994010
z5pv88dn5,SOCKET_AFTER_RECV_EPR,z5pv88dn5,28:31.009916,,,,
z5pv88dn5,SOCKET_AFTER_SEND_RECV_EPR,z5pv88dn5,28:31.012643,,,,
lrze3zlmj,ORDER_RECV_STARTING,lrze3zlmj,,,,,20:03.597872
lrze3zlmj,ORDER_RECV_EXECUTING_AFTER_FOUND,lrze3zlmj,,,,,20:03.598050
lrze3zlmj,SOCKET_BEFORE_RECV_EPR,lrze3zlmj,28:31.038722,,,,
lrze3zlmj,RECV_ENTER,lrze3zlmj,28:31.045478,,,,
lrze3zlmj,RECV_EPR_START,lrze3zlmj,28:31.045463,,,,
lrze3zlmj,ReceiveEPR,lrze3zlmj,,0.049359,28:31.094822,,28:31.045463
lrze3zlmj,RECV_EPR_START_BEFORE_CALCS,lrze3zlmj,28:31.095009,,,,
lrze3zlmj,RECV_BEFORE_MONITOR,lrze3zlmj,28:31.095103,,,,
lrze3zlmj,RECV_BEFORE_UPDATE,lrze3zlmj,28:31.095725,,,,
lrze3zlmj,RECV_BEFORE_NOTIFY,lrze3zlmj,28:31.158986,,,,
lrze3zlmj,EPR_TOTAL,lrze3zlmj,28:31.186283,,,,
lrze3zlmj,RECV_TOTAL_no_plots,lrze3zlmj,,0.15250800000012532,,28:31.197971,28:31.045463
lrze3zlmj,RECV_TOTAL_EPR_FINAL,lrze3zlmj,,0.10954300000003059,,28:31.095059,28:30.985516
lrze3zlmj,RECV_TOTAL,lrze3zlmj,,0.17332600000008824,,28:31.218789,28:31.045463
lrze3zlmj,SOCKET_AFTER_RECV_EPR,lrze3zlmj,28:31.222599,,,,
lrze3zlmj,SOCKET_AFTER_SEND_RECV_EPR,lrze3zlmj,28:31.240996,,,,
qhkkqirpx,ORDER_RECEIVE,qhkkqirpx,,,,,20:37.222793
keyh66hif,ORDER_RECEIVE,keyh66hif,,,,,20:37.222965
keyh66hif,ORDER_RECV_STARTING,keyh66hif,,,,,20:37.229135
keyh66hif,CreateEPR_backend,keyh66hif,,0.010695,29:03.872634,,29:03.861939
keyh66hif,CreateEPR_notify,keyh66hif,,0.000211,29:03.873111,,29:03.872900
keyh66hif,CreateEPR_total,keyh66hif,,0.011313,29:03.873211,,29:03.861898
keyh66hif,SENDING,keyh66hif,,,,,20:37.243264
keyh66hif,ORDER_RECV_EXECUTING_AFTER_FOUND,keyh66hif,,,,,20:37.243944
qhkkqirpx,CreateEPR_backend,qhkkqirpx,,0.012084,29:03.875357,,29:03.863273
qhkkqirpx,CreateEPR_notify,qhkkqirpx,,0.000223,29:03.875780,,29:03.875557
qhkkqirpx,CreateEPR_total,qhkkqirpx,,0.012631,29:03.875862,,29:03.863231
qhkkqirpx,SENDING,qhkkqirpx,,,,,20:37.246058
keyh66hif,SOCKET_BEFORE_RECV_EPR,keyh66hif,29:03.881966,,,,
keyh66hif,RECV_ENTER,keyh66hif,29:03.882181,,,,
keyh66hif,RECV_EPR_START,keyh66hif,29:03.882171,,,,
keyh66hif,ReceiveEPR,keyh66hif,,0.002327,29:03.884498,,29:03.882171
keyh66hif,RECV_EPR_START_BEFORE_CALCS,keyh66hif,29:03.884639,,,,
keyh66hif,RECV_BEFORE_MONITOR,keyh66hif,29:03.884726,,,,
keyh66hif,RECV_BEFORE_UPDATE,keyh66hif,29:03.885085,,,,
keyh66hif,RECV_BEFORE_NOTIFY,keyh66hif,29:03.885189,,,,
keyh66hif,EPR_TOTAL,keyh66hif,29:03.885380,,,,
keyh66hif,RECV_TOTAL_no_plots,keyh66hif,,0.011247000000139451,,29:03.893418,29:03.882171
keyh66hif,RECV_TOTAL_EPR_FINAL,keyh66hif,,0.011827999999923122,,29:03.884680,29:03.872852
keyh66hif,RECV_TOTAL,keyh66hif,,0.011909000000059677,,29:03.894080,29:03.882171
keyh66hif,SOCKET_AFTER_RECV_EPR,keyh66hif,29:03.900384,,,,
qhkkqirpx,ORDER_RECV_STARTING,qhkkqirpx,,,,,20:37.271783
keyh66hif,SOCKET_AFTER_SEND_RECV_EPR,keyh66hif,29:03.901992,,,,
qhkkqirpx,ORDER_RECV_EXECUTING_AFTER_FOUND,qhkkqirpx,,,,,20:37.272056
qhkkqirpx,SOCKET_BEFORE_RECV_EPR,qhkkqirpx,29:03.928283,,,,
qhkkqirpx,RECV_ENTER,qhkkqirpx,29:03.946650,,,,
qhkkqirpx,RECV_EPR_START,qhkkqirpx,29:03.946635,,,,
qhkkqirpx,ReceiveEPR,qhkkqirpx,,0.093508,29:04.040143,,29:03.946635
qhkkqirpx,RECV_EPR_START_BEFORE_CALCS,qhkkqirpx,29:04.086584,,,,
qhkkqirpx,RECV_BEFORE_MONITOR,qhkkqirpx,29:04.087253,,,,
qhkkqirpx,RECV_BEFORE_UPDATE,qhkkqirpx,29:04.087781,,,,
qhkkqirpx,RECV_BEFORE_NOTIFY,qhkkqirpx,29:04.089631,,,,
qhkkqirpx,EPR_TOTAL,qhkkqirpx,29:04.090032,,,,
qhkkqirpx,RECV_TOTAL_no_plots,qhkkqirpx,,0.1668569999999363,,29:04.113492,29:03.946635
qhkkqirpx,RECV_TOTAL_EPR_FINAL,qhkkqirpx,,0.2116569999998319,,29:04.087206,29:03.875549
qhkkqirpx,RECV_TOTAL,qhkkqirpx,,0.19360299999993913,,29:04.140238,29:03.946635
qhkkqirpx,SOCKET_AFTER_RECV_EPR,qhkkqirpx,29:04.171055,,,,
qhkkqirpx,SOCKET_AFTER_SEND_RECV_EPR,qhkkqirpx,29:04.176813,,,,
z0az79g1q,ORDER_RECEIVE,z0az79g1q,,,,,21:41.718680
fr56tf061,ORDER_RECEIVE,fr56tf061,,,,,21:41.718773
z0az79g1q,ORDER_RECV_STARTING,z0az79g1q,,,,,21:41.728519
z0az79g1q,CreateEPR_backend,z0az79g1q,,0.009832,30:06.835259,,30:06.825427
z0az79g1q,CreateEPR_notify,z0az79g1q,,0.000251,30:06.835666,,30:06.835415
z0az79g1q,SENDING,z0az79g1q,,,,,21:41.740205
z0az79g1q,CreateEPR_total,z0az79g1q,,0.010425,30:06.835804,,30:06.825379
fr56tf061,CreateEPR_backend,fr56tf061,,0.008501,30:06.836473,,30:06.827972
fr56tf061,CreateEPR_notify,fr56tf061,,0.000208,30:06.836817,,30:06.836609
fr56tf061,CreateEPR_total,fr56tf061,,0.009744,30:06.836901,,30:06.827157
fr56tf061,SENDING,fr56tf061,,,,,21:41.741659
z0az79g1q,ORDER_RECV_EXECUTING_AFTER_FOUND,z0az79g1q,,,,,21:41.741885
z0az79g1q,SOCKET_BEFORE_RECV_EPR,z0az79g1q,30:06.846001,,,,
z0az79g1q,RECV_ENTER,z0az79g1q,30:06.846160,,,,
z0az79g1q,RECV_EPR_START,z0az79g1q,30:06.846150,,,,
z0az79g1q,ReceiveEPR,z0az79g1q,,0.001837,30:06.847987,,30:06.846150
z0az79g1q,RECV_EPR_START_BEFORE_CALCS,z0az79g1q,30:06.848192,,,,
z0az79g1q,RECV_BEFORE_MONITOR,z0az79g1q,30:06.848290,,,,
z0az79g1q,RECV_BEFORE_UPDATE,z0az79g1q,30:06.848707,,,,
z0az79g1q,RECV_BEFORE_NOTIFY,z0az79g1q,30:06.848804,,,,
z0az79g1q,EPR_TOTAL,z0az79g1q,30:06.848836,,,,
z0az79g1q,RECV_TOTAL_no_plots,z0az79g1q,,0.013181000000031418,,30:06.859331,30:06.846150
z0az79g1q,RECV_TOTAL_EPR_FINAL,z0az79g1q,,0.012831000000005588,,30:06.848239,30:06.835408
z0az79g1q,RECV_TOTAL,z0az79g1q,,0.01939700000002631,,30:06.865547,30:06.846150
z0az79g1q,SOCKET_AFTER_RECV_EPR,z0az79g1q,30:06.868198,,,,
fr56tf061,ORDER_RECV_STARTING,fr56tf061,,,,,21:41.776668
fr56tf061,ORDER_RECV_EXECUTING_AFTER_FOUND,fr56tf061,,,,,21:41.776857
z0az79g1q,SOCKET_AFTER_SEND_RECV_EPR,z0az79g1q,30:06.875179,,,,
fr56tf061,SOCKET_BEFORE_RECV_EPR,fr56tf061,30:06.904351,,,,
fr56tf061,RECV_ENTER,fr56tf061,30:06.946884,,,,
fr56tf061,RECV_EPR_START,fr56tf061,30:06.946860,,,,
fr56tf061,ReceiveEPR,fr56tf061,,0.134453,30:07.081313,,30:06.946860
fr56tf061,RECV_EPR_START_BEFORE_CALCS,fr56tf061,30:07.085345,,,,
fr56tf061,RECV_BEFORE_MONITOR,fr56tf061,30:07.087514,,,,
fr56tf061,RECV_BEFORE_UPDATE,fr56tf061,30:07.088127,,,,
fr56tf061,RECV_BEFORE_NOTIFY,fr56tf061,30:07.088476,,,,
fr56tf061,EPR_TOTAL,fr56tf061,30:07.088631,,,,
fr56tf061,RECV_TOTAL_no_plots,fr56tf061,,0.15543800000000374,,30:07.102298,30:06.946860
fr56tf061,RECV_TOTAL_EPR_FINAL,fr56tf061,,0.2508349999998245,,30:07.087437,30:06.836602
fr56tf061,RECV_TOTAL,fr56tf061,,0.1603339999999207,,30:07.107194,30:06.946860
fr56tf061,SOCKET_AFTER_RECV_EPR,fr56tf061,30:07.108381,,,,
