event,id,t,t_diff,t_end,t_end_recv,t_start
RECV_TOTAL_no_plots,k2ftiqx1t,,0.004475000000184082,,56:52.328579,56:52.324104
RECV_TOTAL,k2ftiqx1t,,0.17473000000018146,,56:52.498834,56:52.324104
ORDER_RECV_EXECUTING,tykz13k7r,,,,,57:16.567529
RECV_ENTER,tykz13k7r,57:16.571409,,,,
RECV_BEFORE_UPDATE,tykz13k7r,57:16.571535,,,,
RECV_BEFORE_NOTIFY,tykz13k7r,57:16.571561,,,,
RECV_TOTAL_no_plots,tykz13k7r,,0.004310000000259606,,57:16.575705,57:16.571395
CreateEPR_backend,25n4c01vz,,0.008406,57:16.577753,,57:16.569347
CreateEPR_notify,25n4c01vz,,0.000140,57:16.578074,,57:16.577934
CreateEPR_total,25n4c01vz,,0.008826,57:16.578128,,57:16.569302
RECV_TOTAL,tykz13k7r,,0.11052599999993618,,57:16.681921,57:16.571395
ORDER_RECV_EXECUTING,25n4c01vz,,,,,57:17.304929
RECV_ENTER,25n4c01vz,57:17.307934,,,,
RECV_EPR_START,25n4c01vz,,,,,57:17.307925
ReceiveEPR,25n4c01vz,,0.000935,57:17.308860,,57:17.307925
RECV_BEFORE_MONITOR,25n4c01vz,57:17.308933,,,,
RECV_BEFORE_UPDATE,25n4c01vz,57:17.309051,,,,
RECV_BEFORE_NOTIFY,25n4c01vz,57:17.309125,,,,
RECV_TOTAL_no_plots,25n4c01vz,,0.003922999999758758,,57:17.311848,57:17.307925
RECV_TOTAL,25n4c01vz,,0.16306200000008175,,57:17.470987,57:17.307925
CreateEPR_backend,58niygdm2,,0.008255,57:21.562016,,57:21.553761
CreateEPR_notify,58niygdm2,,0.000102,57:21.562509,,57:21.562407
CreateEPR_total,58niygdm2,,0.008841,57:21.562562,,57:21.553721
CreateEPR_backend,6u37aqk9b,,0.009096,57:21.564383,,57:21.555287
CreateEPR_notify,6u37aqk9b,,0.000240,57:21.564783,,57:21.564543
CreateEPR_total,6u37aqk9b,,0.009591,57:21.564839,,57:21.555248
ORDER_RECV_EXECUTING,6u37aqk9b,,,,,57:21.565505
RECV_ENTER,6u37aqk9b,57:21.570644,,,,
RECV_EPR_START,6u37aqk9b,,,,,57:21.570626
ReceiveEPR,6u37aqk9b,,0.001779,57:21.572405,,57:21.570626
RECV_BEFORE_MONITOR,6u37aqk9b,57:21.572553,,,,
RECV_BEFORE_UPDATE,6u37aqk9b,57:21.572764,,,,
RECV_BEFORE_NOTIFY,6u37aqk9b,57:21.572865,,,,
RECV_TOTAL_no_plots,6u37aqk9b,,0.008413000000018656,,57:21.579039,57:21.570626
RECV_TOTAL,6u37aqk9b,,0.14483599999994112,,57:21.715462,57:21.570626
ORDER_RECV_EXECUTING,58niygdm2,,,,,57:22.295244
RECV_ENTER,58niygdm2,57:22.298449,,,,
RECV_EPR_START,58niygdm2,,,,,57:22.298439
ReceiveEPR,58niygdm2,,0.001640,57:22.300079,,57:22.298439
RECV_BEFORE_MONITOR,58niygdm2,57:22.300177,,,,
RECV_BEFORE_UPDATE,58niygdm2,57:22.300499,,,,
RECV_BEFORE_NOTIFY,58niygdm2,57:22.300550,,,,
RECV_TOTAL_no_plots,58niygdm2,,0.005748999999923399,,57:22.304188,57:22.298439
RECV_TOTAL,58niygdm2,,0.17377499999975043,,57:22.472214,57:22.298439
CreateEPR_backend,u4bel5l8i,,0.008655,57:26.570427,,57:26.561772
CreateEPR_backend,1wc27vviu,,0.007973,57:26.570685,,57:26.562712
CreateEPR_notify,u4bel5l8i,,0.000175,57:26.570842,,57:26.570667
CreateEPR_total,u4bel5l8i,,0.009167,57:26.570904,,57:26.561737
CreateEPR_notify,1wc27vviu,,0.000114,57:26.570934,,57:26.570820
CreateEPR_total,1wc27vviu,,0.008322,57:26.570999,,57:26.562677
ORDER_RECV_EXECUTING,1wc27vviu,,,,,57:26.571761
RECV_ENTER,1wc27vviu,57:26.576037,,,,
RECV_EPR_START,1wc27vviu,,,,,57:26.576025
ReceiveEPR,1wc27vviu,,0.002081,57:26.578106,,57:26.576025
RECV_BEFORE_MONITOR,1wc27vviu,57:26.578284,,,,
RECV_BEFORE_UPDATE,1wc27vviu,57:26.578609,,,,
RECV_BEFORE_NOTIFY,1wc27vviu,57:26.578707,,,,
RECV_TOTAL_no_plots,1wc27vviu,,0.006639000000177475,,57:26.582664,57:26.576025
RECV_TOTAL,1wc27vviu,,0.16910200000029363,,57:26.745127,57:26.576025
ORDER_RECV_EXECUTING,u4bel5l8i,,,,,57:27.302795
RECV_ENTER,u4bel5l8i,57:27.305793,,,,
RECV_EPR_START,u4bel5l8i,,,,,57:27.305785
ReceiveEPR,u4bel5l8i,,0.001109,57:27.306894,,57:27.305785
RECV_BEFORE_MONITOR,u4bel5l8i,57:27.306973,,,,
RECV_BEFORE_UPDATE,u4bel5l8i,57:27.307106,,,,
RECV_BEFORE_NOTIFY,u4bel5l8i,57:27.307308,,,,
RECV_TOTAL_no_plots,u4bel5l8i,,0.004647000000204571,,57:27.310432,57:27.305785
RECV_TOTAL,u4bel5l8i,,0.16332099999999627,,57:27.469106,57:27.305785
ORDER_RECV_EXECUTING,04k83l2m0,,,,,57:31.553395
RECV_ENTER,04k83l2m0,57:31.558221,,,,
RECV_BEFORE_UPDATE,04k83l2m0,57:31.558379,,,,
RECV_BEFORE_NOTIFY,04k83l2m0,57:31.558431,,,,
RECV_TOTAL_no_plots,04k83l2m0,,0.005116000000271015,,57:31.563325,57:31.558209
CreateEPR_backend,c0dd69z6z,,0.007990,57:31.569223,,57:31.561233
CreateEPR_notify,c0dd69z6z,,0.000145,57:31.569494,,57:31.569349
CreateEPR_total,c0dd69z6z,,0.008329,57:31.569535,,57:31.561206
RECV_TOTAL,04k83l2m0,,0.17577200000005178,,57:31.733981,57:31.558209
ORDER_RECV_EXECUTING,c0dd69z6z,,,,,57:32.292687
RECV_ENTER,c0dd69z6z,57:32.295541,,,,
RECV_EPR_START,c0dd69z6z,,,,,57:32.295533
ReceiveEPR,c0dd69z6z,,0.000924,57:32.296457,,57:32.295533
RECV_BEFORE_MONITOR,c0dd69z6z,57:32.296527,,,,
RECV_BEFORE_UPDATE,c0dd69z6z,57:32.296657,,,,
RECV_BEFORE_NOTIFY,c0dd69z6z,57:32.296795,,,,
RECV_TOTAL_no_plots,c0dd69z6z,,0.012670000000071013,,57:32.308203,57:32.295533
RECV_TOTAL,c0dd69z6z,,0.22717199999988225,,57:32.522705,57:32.295533
CreateEPR_backend,tr6vvrsva,,0.008488,57:36.565241,,57:36.556753
CreateEPR_notify,tr6vvrsva,,0.000119,57:36.565500,,57:36.565381
CreateEPR_total,tr6vvrsva,,0.008816,57:36.565537,,57:36.556721
CreateEPR_backend,ykj0sl89r,,0.009149,57:36.566063,,57:36.556914
CreateEPR_notify,ykj0sl89r,,0.000216,57:36.566434,,57:36.566218
ORDER_RECV_EXECUTING,tr6vvrsva,,,,,57:36.566448
CreateEPR_total,ykj0sl89r,,0.009646,57:36.566525,,57:36.556879
RECV_ENTER,tr6vvrsva,57:36.571390,,,,
RECV_EPR_START,tr6vvrsva,,,,,57:36.571374
ReceiveEPR,tr6vvrsva,,0.001955,57:36.573329,,57:36.571374
RECV_BEFORE_MONITOR,tr6vvrsva,57:36.573495,,,,
RECV_BEFORE_UPDATE,tr6vvrsva,57:36.573862,,,,
RECV_BEFORE_NOTIFY,tr6vvrsva,57:36.574002,,,,
RECV_TOTAL_no_plots,tr6vvrsva,,0.0066299999998591375,,57:36.578004,57:36.571374
RECV_TOTAL,tr6vvrsva,,0.18487499999991996,,57:36.756249,57:36.571374
ORDER_RECV_EXECUTING,ykj0sl89r,,,,,57:37.291793
RECV_ENTER,ykj0sl89r,57:37.294861,,,,
RECV_EPR_START,ykj0sl89r,,,,,57:37.294853
ReceiveEPR,ykj0sl89r,,0.001973,57:37.296826,,57:37.294853
RECV_BEFORE_MONITOR,ykj0sl89r,57:37.296919,,,,
RECV_BEFORE_UPDATE,ykj0sl89r,57:37.297083,,,,
RECV_BEFORE_NOTIFY,ykj0sl89r,57:37.297205,,,,
RECV_TOTAL_no_plots,ykj0sl89r,,0.0054650000001856824,,57:37.300318,57:37.294853
