event,id,t,t_diff,t_end,t_end_recv,t_start
SOCKET_AFTER_SEND_RECV_EPR,gjw6lf9ly,42:18.725689,,,,
SOCKET_ACCEPT,NONE,42:23.256817,,,,
SOCKET_ACCEPT,NONE,42:23.257421,,,,
SOCKET_HANDLER_START,NONE,42:23.257251,,,,
SOCKET_HANDLER_START,NONE,42:23.257880,,,,
SOCKET_RECV_DONE,NONE,42:23.258172,,,,
SOCKET_RECV_DONE,NONE,42:23.257939,,,,
SOCKET_ACCEPT,NONE,42:23.262808,,,,
SOCKET_ACCEPT,NONE,42:23.263415,,,,
SOCKET_HANDLER_START,NONE,42:23.263262,,,,
SOCKET_HANDLER_START,NONE,42:23.263972,,,,
SOCKET_RECV_DONE,NONE,42:23.264266,,,,
SOCKET_RECV_DONE,NONE,42:23.264605,,,,
CreateEPR_backend,rxjecpx3v,,0.013926,42:23.278275,,42:23.264349
CreateEPR_notify,rxjecpx3v,,0.000241,42:23.278750,,42:23.278509
CreateEPR_total,rxjecpx3v,,0.014595,42:23.278875,,42:23.264280
ORDER_RECV_EXECUTING,rxjecpx3v,,,,,42:23.279670
SOCKET_ACCEPT,NONE,42:23.280181,,,,
SOCKET_HANDLER_START,NONE,42:23.280582,,,,
SOCKET_RECV_DONE,NONE,42:23.280781,,,,
SOCKET_ACCEPT,NONE,42:23.281015,,,,
SOCKET_HANDLER_START,NONE,42:23.281315,,,,
SOCKET_RECV_DONE,NONE,42:23.281442,,,,
CreateEPR_backend,4tssylwba,,0.013991,42:23.283867,,42:23.269876
CreateEPR_notify,4tssylwba,,0.000217,42:23.284404,,42:23.284187
CreateEPR_total,4tssylwba,,0.014699,42:23.284523,,42:23.269824
SOCKET_BEFORE_RECV_EPR,rxjecpx3v,42:23.286963,,,,
RECV_ENTER,rxjecpx3v,42:23.287136,,,,
RECV_EPR_START,rxjecpx3v,,,,,42:23.287122
ReceiveEPR,rxjecpx3v,,0.002208,42:23.289330,,42:23.287122
RECV_BEFORE_MONITOR,rxjecpx3v,42:23.289560,,,,
RECV_BEFORE_UPDATE,rxjecpx3v,42:23.290165,,,,
RECV_BEFORE_NOTIFY,rxjecpx3v,42:23.290333,,,,
SOCKET_ACCEPT,NONE,42:23.290918,,,,
SOCKET_HANDLER_START,NONE,42:23.291288,,,,
SOCKET_RECV_DONE,NONE,42:23.291719,,,,
RECV_TOTAL_no_plots,rxjecpx3v,,0.010391999999683321,,42:23.297514,42:23.287122
RECV_TOTAL,rxjecpx3v,,0.2669909999999618,,42:23.554113,42:23.287122
SOCKET_AFTER_RECV_EPR,rxjecpx3v,42:23.554284,,,,
SOCKET_AFTER_SEND_RECV_EPR,rxjecpx3v,42:23.554482,,,,
ORDER_RECV_EXECUTING,4tssylwba,,,,,42:24.431201
SOCKET_ACCEPT,NONE,42:24.431674,,,,
SOCKET_HANDLER_START,NONE,42:24.432134,,,,
SOCKET_ACCEPT,NONE,42:24.432432,,,,
SOCKET_RECV_DONE,NONE,42:24.432599,,,,
SOCKET_HANDLER_START,NONE,42:24.433002,,,,
SOCKET_RECV_DONE,NONE,42:24.433236,,,,
SOCKET_BEFORE_RECV_EPR,4tssylwba,42:24.437889,,,,
RECV_ENTER,4tssylwba,42:24.438149,,,,
RECV_EPR_START,4tssylwba,,,,,42:24.438134
ReceiveEPR,4tssylwba,,0.002187,42:24.440321,,42:24.438134
RECV_BEFORE_MONITOR,4tssylwba,42:24.440498,,,,
RECV_BEFORE_UPDATE,4tssylwba,42:24.440992,,,,
RECV_BEFORE_NOTIFY,4tssylwba,42:24.441263,,,,
SOCKET_ACCEPT,NONE,42:24.445230,,,,
SOCKET_HANDLER_START,NONE,42:24.445611,,,,
SOCKET_RECV_DONE,NONE,42:24.448566,,,,
RECV_TOTAL_no_plots,4tssylwba,,0.015428000000156317,,42:24.453562,42:24.438134
RECV_TOTAL,4tssylwba,,0.2708059999999932,,42:24.708940,42:24.438134
SOCKET_AFTER_RECV_EPR,4tssylwba,42:24.709095,,,,
SOCKET_AFTER_SEND_RECV_EPR,4tssylwba,42:24.709270,,,,
SOCKET_ACCEPT,NONE,42:27.981713,,,,
SOCKET_HANDLER_START,NONE,42:27.982141,,,,
SOCKET_RECV_DONE,NONE,42:27.982293,,,,
SOCKET_ACCEPT,NONE,42:27.982524,,,,
SOCKET_HANDLER_START,NONE,42:27.982807,,,,
SOCKET_RECV_DONE,NONE,42:27.982999,,,,
SOCKET_ACCEPT,NONE,42:27.996028,,,,
SOCKET_ACCEPT,NONE,42:27.996650,,,,
SOCKET_HANDLER_START,NONE,42:27.996491,,,,
SOCKET_HANDLER_START,NONE,42:27.997203,,,,
SOCKET_RECV_DONE,NONE,42:27.997272,,,,
SOCKET_RECV_DONE,NONE,42:27.997713,,,,
CreateEPR_backend,3ncguccdg,,0.012701,42:28.000800,,42:27.988099
CreateEPR_notify,3ncguccdg,,0.000185,42:28.001174,,42:28.000989
CreateEPR_total,3ncguccdg,,0.013454,42:28.001287,,42:27.987833
ORDER_RECV_EXECUTING,3ncguccdg,,,,,42:28.002422
SOCKET_ACCEPT,NONE,42:28.002875,,,,
SOCKET_HANDLER_START,NONE,42:28.003231,,,,
SOCKET_ACCEPT,NONE,42:28.003599,,,,
SOCKET_RECV_DONE,NONE,42:28.003494,,,,
SOCKET_HANDLER_START,NONE,42:28.004211,,,,
SOCKET_RECV_DONE,NONE,42:28.004589,,,,
SOCKET_BEFORE_RECV_EPR,3ncguccdg,42:28.010353,,,,
RECV_ENTER,3ncguccdg,42:28.010543,,,,
RECV_EPR_START,3ncguccdg,,,,,42:28.010532
ReceiveEPR,3ncguccdg,,0.002138,42:28.012670,,42:28.010532
RECV_BEFORE_MONITOR,3ncguccdg,42:28.012962,,,,
RECV_BEFORE_UPDATE,3ncguccdg,42:28.013341,,,,
RECV_BEFORE_NOTIFY,3ncguccdg,42:28.013601,,,,
SOCKET_ACCEPT,NONE,42:28.016255,,,,
SOCKET_HANDLER_START,NONE,42:28.016650,,,,
SOCKET_RECV_DONE,NONE,42:28.016789,,,,
CreateEPR_backend,mqqnpj04k,,0.014638,42:28.017374,,42:28.002736
CreateEPR_notify,mqqnpj04k,,0.000769,42:28.018581,,42:28.017812
CreateEPR_total,mqqnpj04k,,0.016491,42:28.019159,,42:28.002668
RECV_TOTAL_no_plots,3ncguccdg,,0.012324000000262458,,42:28.022856,42:28.010532
RECV_TOTAL,3ncguccdg,,0.3069650000002184,,42:28.317497,42:28.010532
SOCKET_AFTER_RECV_EPR,3ncguccdg,42:28.317658,,,,
SOCKET_AFTER_SEND_RECV_EPR,3ncguccdg,42:28.317818,,,,
ORDER_RECV_EXECUTING,mqqnpj04k,,,,,42:29.434455
SOCKET_ACCEPT,NONE,42:29.434808,,,,
SOCKET_HANDLER_START,NONE,42:29.435585,,,,
SOCKET_ACCEPT,NONE,42:29.435802,,,,
SOCKET_HANDLER_START,NONE,42:29.436032,,,,
SOCKET_RECV_DONE,NONE,42:29.437708,,,,
SOCKET_RECV_DONE,NONE,42:29.440361,,,,
SOCKET_BEFORE_RECV_EPR,mqqnpj04k,42:29.441613,,,,
RECV_ENTER,mqqnpj04k,42:29.441681,,,,
RECV_EPR_START,mqqnpj04k,,,,,42:29.441675
ReceiveEPR,mqqnpj04k,,0.002039,42:29.443714,,42:29.441675
RECV_BEFORE_MONITOR,mqqnpj04k,42:29.443833,,,,
RECV_BEFORE_UPDATE,mqqnpj04k,42:29.444527,,,,
RECV_BEFORE_NOTIFY,mqqnpj04k,42:29.444597,,,,
SOCKET_ACCEPT,NONE,42:29.445096,,,,
SOCKET_HANDLER_START,NONE,42:29.445569,,,,
SOCKET_RECV_DONE,NONE,42:29.445646,,,,
RECV_TOTAL_no_plots,mqqnpj04k,,0.007775000000037835,,42:29.449450,42:29.441675
RECV_TOTAL,mqqnpj04k,,0.245864999999867,,42:29.687540,42:29.441675
SOCKET_AFTER_RECV_EPR,mqqnpj04k,42:29.687659,,,,
SOCKET_AFTER_SEND_RECV_EPR,mqqnpj04k,42:29.687811,,,,
SOCKET_ACCEPT,NONE,42:34.105901,,,,
SOCKET_HANDLER_START,NONE,42:34.106317,,,,
SOCKET_RECV_DONE,NONE,42:34.106682,,,,
SOCKET_ACCEPT,NONE,42:34.106482,,,,
SOCKET_HANDLER_START,NONE,42:34.107168,,,,
SOCKET_RECV_DONE,NONE,42:34.107387,,,,
SOCKET_ACCEPT,NONE,42:34.120438,,,,
SOCKET_ACCEPT,NONE,42:34.121005,,,,
SOCKET_HANDLER_START,NONE,42:34.120856,,,,
SOCKET_HANDLER_START,NONE,42:34.121440,,,,
SOCKET_RECV_DONE,NONE,42:34.121866,,,,
SOCKET_RECV_DONE,NONE,42:34.122272,,,,
CreateEPR_backend,mryusxp4z,,0.013350,42:34.127610,,42:34.114260
CreateEPR_notify,mryusxp4z,,0.000298,42:34.128300,,42:34.128002
CreateEPR_total,mryusxp4z,,0.014363,42:34.128464,,42:34.114101
ORDER_RECV_EXECUTING,mryusxp4z,,,,,42:34.129455
SOCKET_ACCEPT,NONE,42:34.130163,,,,
SOCKET_HANDLER_START,NONE,42:34.130585,,,,
SOCKET_ACCEPT,NONE,42:34.130767,,,,
SOCKET_HANDLER_START,NONE,42:34.131134,,,,
SOCKET_RECV_DONE,NONE,42:34.131436,,,,
SOCKET_RECV_DONE,NONE,42:34.133485,,,,
SOCKET_BEFORE_RECV_EPR,mryusxp4z,42:34.136796,,,,
RECV_ENTER,mryusxp4z,42:34.137001,,,,
RECV_EPR_START,mryusxp4z,,,,,42:34.136986
ReceiveEPR,mryusxp4z,,0.002338,42:34.139324,,42:34.136986
RECV_BEFORE_MONITOR,mryusxp4z,42:34.139481,,,,
RECV_BEFORE_UPDATE,mryusxp4z,42:34.139796,,,,
RECV_BEFORE_NOTIFY,mryusxp4z,42:34.140076,,,,
CreateEPR_backend,bhivukltv,,0.013270,42:34.140990,,42:34.127720
SOCKET_ACCEPT,NONE,42:34.141053,,,,
CreateEPR_notify,bhivukltv,,0.000152,42:34.141327,,42:34.141175
CreateEPR_total,bhivukltv,,0.013882,42:34.141406,,42:34.127524
SOCKET_HANDLER_START,NONE,42:34.141618,,,,
SOCKET_RECV_DONE,NONE,42:34.141723,,,,
RECV_TOTAL_no_plots,mryusxp4z,,0.0103079999998954,,42:34.147294,42:34.136986
RECV_TOTAL,mryusxp4z,,0.29996299999993425,,42:34.436949,42:34.136986
SOCKET_AFTER_RECV_EPR,mryusxp4z,42:34.437108,,,,
SOCKET_AFTER_SEND_RECV_EPR,mryusxp4z,42:34.437284,,,,
ORDER_RECV_EXECUTING,bhivukltv,,,,,42:35.431631
SOCKET_ACCEPT,NONE,42:35.432190,,,,
SOCKET_HANDLER_START,NONE,42:35.432516,,,,
SOCKET_RECV_DONE,NONE,42:35.432739,,,,
SOCKET_ACCEPT,NONE,42:35.432867,,,,
SOCKET_HANDLER_START,NONE,42:35.433116,,,,
SOCKET_RECV_DONE,NONE,42:35.433332,,,,
SOCKET_BEFORE_RECV_EPR,bhivukltv,42:35.437649,,,,
RECV_ENTER,bhivukltv,42:35.437777,,,,
RECV_EPR_START,bhivukltv,,,,,42:35.437768
ReceiveEPR,bhivukltv,,0.001912,42:35.439680,,42:35.437768
RECV_BEFORE_MONITOR,bhivukltv,42:35.439870,,,,
RECV_BEFORE_UPDATE,bhivukltv,42:35.440201,,,,
RECV_BEFORE_NOTIFY,bhivukltv,42:35.440341,,,,
SOCKET_ACCEPT,NONE,42:35.441323,,,,
SOCKET_HANDLER_START,NONE,42:35.441680,,,,
SOCKET_RECV_DONE,NONE,42:35.441786,,,,
RECV_TOTAL_no_plots,bhivukltv,,0.008589000000029046,,42:35.446357,42:35.437768
